Buy,Sell
,
,
,
,
,
,
,
,
,
157.0,9.0
,
,
,
,
,
,
,35.0
,
,
,
,
,
1.3,
317.0,
,
,
,
,
,
,
202.0,4.7
184.0,
185.0,60.0
79.0,59.0
197.0,25.0
82.0,
24.0,
24.0,
273.5,
25.0,
25.0,
,
52.0,
5.0,
,64.7
,79.0
,80.0
40.0,102.0
170.0,94.0
50.0,
150.0,90.0
100.0,120.0
130.0,120.0
100.0,244.6
100.0,220.0
51.0,245.0
100.0,300.0
123.0,122.0
105.0,
23.0,
,
,
,
,
,
,125.0
,
,
,
,
,
,
20.0,183.7
30.0,30.0
35.0,171.4
,
,
,
,
,
,
,
,
,
,
,
,
,
39.0,
,
,
4.0,
4.0,
399.7,
,
,
,
,
,
,
,
5.0,
,
,
,
,
336.0,
,
,
49.0,
463.0,
400.0,
70.0,
14.0,
16.0,
15.0,
22.0,
,47.0
,
,
,
,
,
,
,
,
,
,
34.0,
,
,
,
,
,
19.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,0.3
25.0,25.0
,
35.1,35.1
,
,
,
,
,
,
41.0,
18.0,
,17.0
,
30.0,30.0
37.0,
,
,
8.2,80.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
74.0,
3.2,
,
,
,
15.0,
,
43.0,
,
599.0,
,
,
300.0,244.4
700.0,
200.0,
259.7,
,
,
,
,
,
,
,
,
,
,
,
,
,
,1.7
,3.0
,
,
18.9,
114.3,
439.4,
40.0,
76.9,
110.0,20.0
143.5,
101.0,
,
200.0,
,
,
,
171.5,
498.0,
340.0,
456.5,
430.7,
255.0,
,
,
,
,
,
,
,
,
3.0,
602.0,
605.0,5.0
1.0,
20.0,20.0
,
,
,
,
,
421.6,
103.9,
103.0,
,
101.1,
123.8,
,
,
,
,
,
,
,
,
35.0,
,
166.0,
,
,
,
,
,
,
,
44.0,
393.0,
135.0,
150.0,
128.0,
215.0,0.2
,
,
,
,
,
,
,
,
43.0,
116.0,28.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,29.8
,
,
,
,
,
265.0,
233.0,
,
,
,
,
,
,
,
,
0.1,
112.0,
,24.4
,30.0
110.0,
46.0,
,
,
,
,
,
,
,
,
,
128.0,
,
,
,
,
,
,
,
,
,
,
50.0,
50.0,
,
,
113.1,
,
,
,
,
133.8,
13.2,2.1
40.2,
24.6,11.9
15.0,16.0
,1.0
,
,
,
,
,
189.0,
,
47.0,
12.9,
,239.1
,423.2
150.0,326.9
,57.0
,50.0
,
,
,
,
,261.3
80.0,80.0
30.0,30.0
5.0,335.0
,630.5
,121.0
,120.0
,
,
,
,
,
189.7,
85.9,30.0
141.5,20.0
86.6,40.0
30.0,
,
,
,
,
,
,
,
,
,
186.0,140.0
156.0,87.0
213.0,45.0
,
,
,
,
,
,
499.0,
,
,
,73.0
16.0,79.0
72.0,
,40.0
145.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
4.0,
15.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.2,50.0
,
,
,
,
,
70.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
20.0,20.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
303.0,
93.0,
,
81.5,
70.0,170.3
,
,
10.0,30.0
,55.0
,159.0
,20.0
,
,
,
,
,
,
,
,
,
,
,
143.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
234.5,
434.5,
,
,
,
,
,
,
77.0,30.0
104.0,92.0
20.0,20.0
76.0,30.0
,
50.0,50.0
,
,
,
,
,
,
,
50.0,50.0
,
,
,
,
90.0,393.0
23.1,264.0
,56.0
,
,120.3
,186.9
,195.7
,187.5
,166.1
,106.6
,
20.0,20.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
50.0,50.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
18.0,
105.0,
,
,
31.5,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
49.5,144.7
,235.3
,407.7
,515.2
,553.7
,273.7
,148.1
,216.4
10.0,191.1
18.5,18.5
10.0,118.3
35.0,29.0
25.0,15.0
7.0,199.8
,215.0
,147.5
,
50.0,50.0
,
,
,
,
25.0,
63.6,
50.0,41.4
91.0,30.0
,167.1
48.0,99.5
50.0,244.0
25.0,24.0
,
,
,30.0
60.0,60.0
,147.0
,162.9
,281.7
115.0,167.0
61.0,61.0
,
,
,
,
,
,
,55.0
24.0,136.8
6.0,246.9
,475.1
496.8,199.9
,
,
,
,
,
,
,
,
,
,
,
,
,
,
5.0,5.0
20.0,20.0
,
,
,
105.0,12.2
4.9,59.2
4.4,147.9
4.0,166.7
3.9,423.5
13.9,392.4
4.6,233.0
218.5,20.0
204.9,
671.5,400.0
1184.0,500.0
880.0,180.0
332.5,
330.6,
700.0,
515.9,85.0
237.3,
632.3,
831.8,131.8
700.0,
700.0,
700.0,
700.0,
700.0,
101.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
30.0,30.0
200.0,
194.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,96.0
68.0,100.0
,20.0
,85.0
,
,
,
,
,
,
,
,
93.7,
,
,
94.2,
,
,
,
,104.0
,
,150.9
,194.0
,60.0
20.0,232.5
,112.5
,150.0
20.0,349.0
,152.0
,
,
,
,
,
,
20.0,
20.0,
,
,
20.0,
20.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
600.0,
700.0,
700.0,
679.0,
134.0,
169.5,
49.0,
359.2,
718.3,18.3
700.0,
700.0,
700.0,
700.0,
700.0,
700.0,
700.0,
730.0,30.0
700.0,
700.0,
700.0,
700.0,
700.0,
101.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
78.0,
,
50.0,50.0
,
,
,
,
,
20.0,20.0
20.0,20.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
37.0,37.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,20.0
,
,
186.0,34.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
26.9,26.9
,
,47.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
50.0,50.0
,10.0
,25.0
,
,
20.0,72.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
20.0,
369.0,
500.0,
15.0,
206.7,35.0
208.0,
,
,
,
,
,
,
20.0,20.0
,
,
,
,
,
,
,
,
,
,
,
,
,145.0
265.0,
,
,100.0
,148.0
,126.3
58.0,58.0
80.0,80.0
,
,
,
,
,
20.0,20.0
,
,
25.0,25.0
25.0,25.0
,
,
50.0,50.0
,
50.0,50.0
,
,
25.0,25.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
10.0,10.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
50.0,50.0
,
,
,
,
,
,
,
,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,17.4
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,147.4
,140.4
,33.3
20.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
50.0,50.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,20.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
60.0,
,
,20.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
25.0,25.0
25.0,25.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,139.0
,40.0
36.0,36.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
14.5,
,58.5
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,100.0
,30.0
,
,
,24.0
,
,
,
,
,
199.0,70.0
208.5,152.5
174.0,378.3
,90.0
20.0,151.0
,50.0
,10.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
5.8,
,
,
,
,
,
,
,
,
,
25.0,25.0
,25.0
,
,10.0
,
,
,
,
,
,
37.6,
,
,
,
,
,
26.8,26.8
,
,
,
,
15.0,15.0
50.0,92.0
50.0,100.0
,
,
,
,
,
,
,
,
10.0,44.0
,
,18.0
2.2,10.0
17.0,55.0
,168.0
,1.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
101.0,
190.0,90.0
,
,
,
,
,
,
,
,
,
,55.0
,50.0
,40.0
25.0,25.0
,
,
,
,
,
,
,
,
53.5,30.0
,131.5
,72.0
,244.0
10.0,395.0
130.0,672.0
,170.0
,63.4
13.1,101.0
,
,
,
,
,
,
,
,14.9
,
,
,
,
,
,
,
75.6,
3.3,23.3
55.9,55.9
,90.0
137.3,548.0
90.0,634.5
,716.0
,188.0
,126.0
130.0,
139.0,
260.0,160.0
101.0,
164.0,124.2
26.0,
21.0,111.0
20.0,111.0
46.0,432.0
,
,
,
,
,
,
,
,
222.0,
57.0,
,
30.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,10.0
,
,
151.5,5.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
170.0,
570.0,
548.0,
700.0,
660.0,
599.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,3.9
,
,
,
,
101.0,
481.1,10.0
218.7,6.3
80.1,
74.7,
92.0,
,
,
,
,
,
,
,
435.0,
,
,
,20.0
10.0,50.0
305.0,
,
,
,
,
,
0.5,
,
,
206.0,
325.0,
484.5,50.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
25.6,
20.0,
,
,
,
,
,
,
,
20.0,40.0
,20.0
,20.0
,
,15.0
,
,
,
,71.9
,77.0
,143.9
,34.1
,49.5
,67.5
,20.2
,229.2
,242.1
,18.0
,
,
,
,
,
,
,
,
179.4,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,91.0
,
,1.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
65.5,65.5
170.0,48.0
60.0,52.0
20.0,82.0
92.0,
,
,
,
,
,
,
20.0,20.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
300.0,
300.0,
300.0,
,
,
,
,
,
118.6,
,30.0
,
31.0,
56.6,275.0
20.0,100.0
80.0,
81.0,
,
,124.2
80.0,123.2
225.0,474.2
40.0,247.2
20.0,51.2
,151.2
41.5,139.2
,48.7
,59.7
34.0,
,
,
,
,
,
186.0,
118.0,
34.0,
178.5,40.0
90.0,80.0
40.0,55.0
,50.0
1.0,40.0
,
,
53.4,
,
48.0,
33.0,40.0
,24.0
5.0,92.0
20.0,110.0
51.0,
50.0,
,
,
,
,
,
,
,
,
14.1,
16.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
50.0,
50.0,
22.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
40.0,21.0
20.0,
219.7,20.0
,
,
20.0,20.0
76.5,10.0
65.7,50.0
50.0,75.0
20.0,48.7
96.0,
50.0,
69.0,
123.0,
,
,
,1.0
,1.0
,
,
6.0,
213.0,12.0
645.9,29.0
570.6,409.9
448.2,143.4
889.3,266.6
633.6,77.4
572.3,140.4
245.0,221.5
140.0,221.8
265.0,91.0
436.0,185.8
652.0,179.8
101.0,
4.0,
,
,
,
,
,
,
,
,
,
,
124.8,13.8
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
25.0,
10.0,
,
,
,
,
,
,
,
,
,
225.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
184.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
30.0,15.0
,
50.0,
,61.0
,111.0
10.0,198.0
,15.0
,
,
,
,
,
,
,
,
,
2.2,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
381.0,8.0
400.0,
257.4,
157.9,
182.3,
301.4,
,
,
,
,
,
32.0,
300.1,222.0
330.0,23.5
158.1,74.1
73.2,
,
,
,
,
,
,
,
,
101.0,
182.6,
64.3,
34.7,
25.7,55.0
90.0,25.0
,
,
,
,
,
,
235.0,
372.0,
451.4,
101.0,
,
,
,
,
,
,
,
,131.0
120.0,100.2
27.0,97.5
30.0,291.2
51.2,380.4
,374.7
,1.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,3.7
,
,
,
,
88.1,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
2.8,3.7
,
482.5,
10.0,
18.0,
15.0,
10.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
50.0,50.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
50.0,50.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
70.0,70.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
20.0,20.0
50.0,50.0
,
,
,
,
,
,
,
,
,
20.0,20.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1.0,
,
,
,
,
,
,
,
251.0,
,
,
39.0,
118.0,
,
,
,
,
,
,
,
,
,
,
3.0,
,
,
,
,
,
,
,
,
5.0,
93.6,151.0
,148.8
,479.2
,445.3
,248.9
,149.1
,100.1
,3.7
,3.7
,3.7
55.0,53.7
85.0,53.7
,200.0
,680.9
160.0,525.7
20.0,223.7
40.0,198.9
33.7,48.7
,
,
50.0,50.0
3.7,3.7
,3.7
,75.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,83.0
20.0,32.5
,
,
,
,
,
,
,
,
,
,29.2
65.0,295.1
71.7,348.6
67.1,100.6
,126.2
,
,
,
,
,
,
,
,
,100.0
,101.0
,47.7
,
,
,
,
,
,
99.7,
,
,46.5
,115.0
,200.0
,110.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,210.4
,318.2
,119.0
60.7,147.0
,
,
,
,
,
,
,
,
20.0,65.5
,
,
,
,
,
,
,
,
,
,
,
,4.5
10.0,10.0
3.7,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
20.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
15.0,
20.0,
20.0,
,
,
,
,
,
3.7,
83.7,
,
,
,
70.0,15.0
110.0,
100.0,
20.0,
,
,
,
,
,
,
,
,
192.9,
,11.4
,
1.0,
,
,
,
,
,
,
,
,
,
,
,
,
50.0,50.0
,
,
,
,
,
,
,
,
,
235.7,21.5
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
47.0,37.0
68.0,12.0
,
27.0,6.1
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
25.0,25.0
,
132.1,33.0
170.9,61.8
250.5,53.0
101.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
4.0,4.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.4,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1.0,1.0
1.0,1.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
10.0,10.0
,
,206.0
,
,
,
,
,
,
,
,
,
,
,46.5
,43.5
195.0,74.0
91.5,120.5
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,40.0
,
,
,
24.0,46.0
20.0,20.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,29.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
90.5,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
25.0,25.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,0.8
,
60.0,71.0
,20.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
20.0,20.0
20.0,20.0
,
30.0,30.0
30.0,30.0
,
27.2,153.0
2.1,203.8
,95.6
100.0,130.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
225.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
8.0,8.0
,
,
120.0,155.0
10.0,102.8
28.0,268.2
,54.4
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,3.7
,39.0
,92.9
,101.6
34.6,348.3
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
58.0,58.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,35.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,50.0
220.8,
354.2,76.8
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1.0,1.0
,
,
,
,
,2.3
,
,
30.0,170.2
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
2.5,2.5
,
,
,
,
,
,
,24.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
65.0,103.4
72.0,114.0
23.0,158.0
,
,
,
,
,
,
,
,72.0
10.0,168.0
,
17.2,100.1
15.3,100.1
27.6,100.1
,
,98.0
,83.0
,
,
,
,
,
,
,
,
,
590.0,
,
,
,
,
,
,
,
97.1,197.6
,185.0
90.0,90.0
9.8,324.3
20.0,250.1
164.9,200.0
,
,
,
,
,
,
,50.0
,48.2
,
,
,
,
,
,
,
,
,
,
20.0,
10.0,100.1
10.0,53.4
,
,
,117.5
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,31.7
,
,24.5
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
2.6,40.0
,30.0
,
,
,
,
,
,
,
,
,
,
,25.0
,
,84.0
31.0,31.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,95.1
,21.0
65.0,
65.0,
,27.0
,260.0
,20.0
,
,
74.2,35.0
75.0,75.0
30.0,75.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,30.0
30.0,30.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,13.2
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
10.0,10.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,10.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.1,0.1
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.1,0.1
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
25.0,25.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,36.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
152.0,
36.0,30.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
20.0,20.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,87.0
,97.0
,
,
,
,24.7
,20.0
,20.0
,
,
,15.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
33.0,33.0
,20.0
,
,24.0
30.0,30.0
30.0,30.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1.0,1.0
,
,
,
,17.8
,
,
,
,59.6
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
3.2,
,
30.0,
,
14.0,
25.0,
9.4,
,
,83.0
,
,
,
65.9,30.9
,
,
,
,
,
,
,
,
,
11.8,151.0
,
,
,
,
,24.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,10.0
,25.4
,92.3
,70.0
,
,
,
,
,
50.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,5.0
,
,20.0
,
,
,
,
87.3,
195.0,
214.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,25.0
26.7,135.0
,145.0
,114.0
10.0,30.7
119.0,288.5
70.0,118.5
,1.0
,
,
,
,15.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
50.0,
,
,8.2
45.0,
90.0,
115.0,
,7.2
,
27.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
68.0,
,
,
,
,
,
,
,
189.0,24.0
262.0,
,
,
,
,
,
,
,
,
,
,
,
,
,19.0
,17.0
20.0,30.0
,
,
,
,
,
,
,
,
,
,
459.0,
349.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,20.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
194.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
106.8,
,
,
,
,
,
,
,
,
,
,
