Buy,Sell
394.0,350.0
783.0,350.0
769.0,420.0
430.0,240.0
347.0,220.0
127.0,20.0
450.0,353.0
370.0,352.0
370.0,350.0
630.0,452.0
100.0,
80.0,
75.0,
75.0,
75.0,
75.0,
,
,
,
110.0,79.0
109.0,78.0
119.0,
120.0,51.0
110.0,41.0
30.0,
51.0,
57.0,
67.0,20.0
70.0,60.0
12.0,12.0
14.0,14.0
64.0,64.0
64.0,95.0
2.0,18.0
108.0,8.0
33.0,8.0
108.0,8.0
108.0,8.0
108.0,8.0
218.0,8.0
17.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
,
12.0,2.0
40.0,29.0
36.0,25.0
25.0,30.0
10.0,15.0
10.0,15.0
10.0,77.0
12.0,70.0
14.0,23.0
97.0,12.0
77.0,12.0
70.0,5.0
55.0,55.0
10.0,10.0
10.0,10.0
10.0,10.0
135.0,10.0
10.0,10.0
60.0,10.0
10.0,10.0
10.0,10.0
10.0,10.0
35.0,10.0
210.0,10.0
310.0,
178.0,110.0
225.0,225.0
50.0,50.0
50.0,50.0
126.0,50.0
181.0,50.0
185.0,
174.0,
174.0,
174.0,
179.0,5.0
100.0,
,
,
,
75.0,
75.0,
75.0,
75.0,
75.0,
150.0,75.0
75.0,75.0
75.0,75.0
21.0,
,
,
,
38.0,
75.0,75.0
75.0,75.0
,100.0
,160.0
,200.0
98.0,190.0
,
,
15.0,
,
,
,
,
,
,
10.0,10.0
15.0,15.0
15.0,110.0
15.0,15.0
29.0,16.0
26.0,8.0
69.0,8.0
23.0,8.0
218.0,8.0
260.0,133.0
73.0,
32.0,
134.0,20.0
125.0,10.0
15.0,
53.0,
80.0,25.0
,50.0
100.0,50.0
200.0,100.0
300.0,50.0
352.5,100.0
128.0,50.0
,
,
,
,50.0
50.0,50.0
10.0,155.0
52.7,77.0
88.2,68.2
63.9,63.9
48.6,48.6
120.3,120.3
108.5,155.0
41.2,90.0
,95.0
,50.0
100.6,100.6
56.3,56.3
,
,
,
17.0,
17.0,
,
,
,
,
,
,
,
80.0,5.0
63.0,
155.0,15.0
145.0,15.0
395.0,20.0
495.0,15.0
510.0,10.0
420.0,20.0
420.0,20.0
392.0,12.0
385.0,2.0
333.0,2.0
420.0,40.0
,
,
,
,
,
,
20.0,
20.0,
,
,
11.0,3.0
19.0,3.0
10.0,5.0
44.0,5.0
29.0,
209.0,
196.0,
,5.0
,
100.0,
364.0,190.0
195.0,5.0
175.0,
31.0,
,
,
,
,
,
,
50.0,
50.0,
,
,50.0
,50.0
,180.0
,180.0
190.0,180.0
203.0,190.0
26.0,63.0
24.0,163.4
20.0,356.0
10.0,335.0
10.0,125.0
10.0,78.0
34.0,534.0
34.4,534.4
222.0,222.0
,50.0
,
,
50.0,130.0
,100.0
,100.0
,100.0
,250.0
,330.0
,330.0
,330.0
10.0,340.0
48.5,369.5
23.5,333.5
32.5,333.5
76.5,333.5
28.5,333.5
29.5,333.5
11.5,332.5
2.5,332.5
2.5,332.5
2.5,332.5
2.5,332.5
2.5,332.5
10.0,10.0
10.0,2.0
60.0,2.0
72.0,14.0
72.0,14.0
72.0,18.0
,27.0
5.0,57.0
5.0,32.0
,2.0
22.0,2.0
2.0,2.0
2.0,2.0
2.0,2.0
2.0,2.0
27.0,27.0
27.0,27.0
2.0,2.0
150.0,
250.0,
150.0,
150.0,
250.0,
31.0,31.0
,
55.0,
75.0,
120.0,
125.0,
22.5,
,
40.0,
,
63.0,3.0
,
21.0,
22.0,
35.0,
25.0,
3.0,
74.0,71.0
19.0,11.0
13.0,3.0
,
2.0,2.0
8.0,2.0
102.0,2.0
252.0,2.0
,250.0
,100.0
,
,
,
,
,
50.0,100.0
,50.0
50.0,50.0
,50.0
51.0,50.0
50.0,50.0
1.0,50.0
100.0,50.0
100.0,50.0
100.0,50.0
110.0,70.0
10.0,70.0
35.0,70.0
77.0,72.0
147.0,52.0
197.0,52.0
192.0,52.0
16.0,
27.0,
,
,
,
,
,
,
,
,
,
15.0,15.0
10.0,10.0
15.0,15.0
15.0,15.0
15.0,15.0
,
,
51.0,
65.0,
66.0,1.0
270.0,
250.0,
26.0,
,
,
,
10.0,
10.0,
10.0,
20.0,
,
,
,
,
44.0,183.0
41.0,188.0
36.0,155.0
44.0,28.0
87.0,28.0
79.0,28.0
116.0,28.0
43.0,28.0
178.0,28.0
157.0,
236.0,
283.0,
386.5,
14.0,
38.0,
38.0,
38.0,
38.0,
38.0,
38.0,
149.0,
288.0,
288.0,
288.0,
302.5,
322.9,
405.0,
415.5,
417.0,
342.5,
707.5,
519.5,63.0
417.0,50.0
430.0,50.0
637.5,49.5
653.0,115.0
622.0,
,
,
,
38.0,
38.0,
25.0,
25.0,
,
,
,
,
,
4.0,4.0
,
,
,
,
,
,8.0
,8.0
,8.0
,
,
,
,
,
,
,
66.5,97.5
79.5,97.5
61.5,103.0
80.0,97.5
60.0,97.5
,
,
,
,
,
,
,
,
,
100.0,
80.0,
80.0,
150.0,
150.0,
150.0,
,
,
,
58.0,
,20.0
33.0,
,
50.0,
,
,
15.0,
19.0,7.0
2.0,2.0
83.0,7.0
139.0,2.0
286.0,8.0
200.6,7.0
409.0,2.0
314.0,2.0
367.0,2.0
462.8,2.0
464.0,2.0
359.0,3.0
447.0,2.0
,
0.1,
0.1,
43.1,
50.1,
30.1,
0.1,0.1
0.1,
7.6,1.6
77.6,1.6
71.6,1.6
1.6,1.6
1.6,1.6
59.4,3.6
52.2,9.6
59.2,8.6
59.3,12.6
63.6,3.6
10.6,7.6
5.6,5.6
64.4,2.6
73.0,7.6
63.4,1.6
58.8,
,
,
,
,
71.0,
70.0,
57.4,
100.0,
109.3,
64.3,
68.3,13.0
121.3,5.0
108.1,5.0
139.6,2.0
129.6,9.0
104.1,121.0
94.5,14.0
93.0,19.0
37.0,39.0
32.0,7.0
353.0,7.0
469.0,12.0
491.0,2.0
414.0,303.0
27.0,17.0
10.0,
10.0,
10.0,
10.0,
11.0,
,
,
,
,
45.0,45.0
45.0,45.0
66.0,66.0
52.0,52.0
,
38.0,38.0
14.0,
47.0,47.0
46.0,46.0
40.0,40.0
50.0,50.0
84.0,100.0
272.0,43.0
233.0,42.0
90.0,90.0
100.0,90.0
40.0,40.0
60.0,40.0
80.0,40.0
40.0,40.0
,
,
,41.0
150.0,50.0
50.0,50.0
100.0,50.0
100.0,50.0
171.0,40.0
118.0,40.0
96.0,40.0
194.0,40.0
74.0,
245.0,
458.0,
490.0,
680.0,20.0
830.0,20.0
790.0,20.0
,
40.0,
40.0,
40.2,
40.0,
40.0,
50.0,
46.5,
20.0,20.0
1.0,1.0
1.0,1.0
,
,
,
,
,
,
15.0,15.0
11.0,11.0
20.0,20.0
20.0,20.0
,
65.0,
77.0,
85.0,
,50.0
4.0,
94.0,47.0
110.0,33.0
115.0,33.0
109.0,
90.0,
,
,
13.0,13.0
27.0,57.0
31.8,2.4
231.8,2.4
316.8,2.4
288.8,2.4
326.8,2.4
5.8,5.8
9.8,2.4
63.8,2.4
,
,
92.0,0.8
,
,
178.0,
140.0,
,
30.0,
30.0,
29.5,
30.0,
30.0,
30.0,
30.0,
41.0,28.0
139.0,37.0
143.7,42.0
133.7,7.0
119.0,7.0
83.7,2.0
231.1,42.0
120.0,32.0
170.0,27.0
80.0,152.0
65.0,179.0
62.0,29.0
168.0,3.0
,97.5
19.0,97.5
50.0,132.5
136.0,167.5
61.5,97.5
50.0,
100.0,100.0
126.0,100.0
50.0,
350.0,
323.0,
137.0,2.0
5.0,5.0
11.0,
67.9,
95.7,2.0
38.0,
112.0,5.0
90.0,5.0
18.0,
5.0,
128.0,50.0
128.0,50.0
178.0,50.0
,
14.0,
14.0,
100.0,
125.0,
,
,
,15.0
34.0,
9.0,5.0
3.0,
87.0,
54.0,
120.0,
111.0,
122.0,12.0
112.0,13.0
61.0,
7.0,
2.0,
,
46.0,
42.6,
42.6,
,
,
,
102.0,
83.0,
25.3,
,
3.0,53.0
40.0,40.0
30.0,75.0
23.0,23.0
28.0,61.0
68.0,126.0
86.0,231.0
123.0,310.0
8.0,64.0
55.0,117.0
37.4,7.0
2.0,7.0
3.0,7.0
2.0,7.0
56.8,2.0
22.3,2.0
56.8,52.0
33.0,5.0
46.6,130.3
8.0,110.0
7.0,110.0
27.3,110.0
27.3,110.0
25.3,110.0
31.0,115.0
81.0,110.0
35.3,115.0
20.0,125.0
15.0,110.0
42.0,142.0
67.0,212.0
77.6,200.6
41.2,184.2
129.0,252.0
12.0,168.0
140.0,220.0
5.0,115.0
5.0,115.0
76.0,142.0
41.0,110.0
5.0,110.0
,
,
,
,
,
50.0,50.0
,
,
,
,
,
10.0,10.0
10.0,10.0
,150.0
,20.0
15.0,45.0
37.0,47.0
37.0,42.0
37.0,37.0
37.0,42.0
15.0,20.0
90.0,90.0
15.0,15.0
15.0,70.0
,
,
,
,20.0
20.0,40.0
42.0,43.0
9.0,24.0
,25.0
,
42.0,42.0
83.0,33.0
199.0,63.0
173.0,
36.0,36.0
83.0,57.0
102.0,
92.0,
90.0,
85.0,
113.0,90.0
73.0,
80.0,
80.0,
91.3,
30.0,30.0
33.0,
110.0,
171.0,33.0
192.0,72.0
203.0,37.0
147.0,37.0
40.0,40.0
,
,
50.0,50.0
70.0,55.0
70.0,55.0
15.0,15.0
,
,
,
,50.0
50.0,50.0
35.0,50.0
40.0,50.0
40.0,40.0
,
,
,
,
,
70.0,
127.0,
,
60.0,
115.0,
140.0,
50.0,
,
,
,
3.0,3.0
,
,
,
10.0,5.0
,
25.0,22.0
25.0,21.0
15.0,
15.0,
45.0,30.0
,
,0.2
12.0,0.2
0.2,0.2
20.2,0.2
,0.2
71.0,50.0
28.0,50.0
28.0,
32.0,375.0
33.0,370.0
35.0,613.0
45.0,383.0
56.0,358.0
49.0,186.0
51.0,143.0
40.0,87.0
38.0,185.0
39.0,31.0
83.7,205.0
25.3,110.0
131.6,130.0
120.0,150.0
116.7,100.0
5.0,
25.0,
25.0,
29.0,
25.0,
84.0,
83.0,4.0
42.0,5.0
42.0,10.0
42.0,10.0
25.0,
25.0,60.0
183.5,100.0
153.8,
195.8,40.0
174.0,13.0
44.5,
68.0,
10.0,55.0
10.0,70.0
65.0,75.0
55.0,59.0
,
,
50.0,
100.0,
100.0,
75.0,
50.0,
50.0,
,
,
,
5.0,5.0
,
10.0,4.0
9.1,
61.7,67.0
105.7,50.0
96.0,3.0
101.5,
75.0,75.0
3.0,41.0
,
150.0,
240.0,30.0
51.0,30.3
354.5,133.1
,
,
,
43.0,43.0
40.0,40.0
36.0,36.0
,
,
,
150.0,50.0
150.0,50.0
185.0,50.0
285.0,185.0
260.0,160.0
150.0,50.0
130.0,30.0
130.0,30.0
130.0,30.0
130.0,30.0
130.0,30.0
130.0,30.0
454.0,30.0
495.0,80.0
438.0,38.0
25.0,
91.0,
114.0,30.0
165.0,45.0
206.7,60.0
186.7,60.0
126.7,25.0
28.0,
100.0,
155.0,
150.0,
15.0,
73.0,28.0
121.0,75.0
93.0,63.0
78.0,52.0
53.0,85.0
263.0,58.0
100.0,
145.0,
71.0,
81.1,5.0
71.0,
77.0,
50.0,
,
,
21.0,5.0
14.0,
25.0,
50.0,50.0
,
,
3.0,3.0
45.0,45.0
,
8.0,8.0
35.0,
130.0,95.0
150.0,80.0
160.0,49.4
160.0,58.2
178.2,78.2
135.0,
350.0,
350.0,
135.0,
197.7,29.0
20.3,
,
,
,
,
,
,
,
,
3.0,3.0
,
205.0,350.0
203.0,353.0
110.0,453.0
205.0,350.0
5.0,405.0
208.3,220.0
304.0,153.0
304.3,165.3
20.0,180.0
22.0,52.0
27.0,62.0
27.0,62.0
26.0,56.0
30.0,30.0
,
20.0,20.0
20.0,20.0
20.0,20.0
25.0,25.0
25.0,25.0
131.0,131.0
80.0,80.0
103.0,103.0
4.0,4.0
239.0,214.0
252.0,252.0
205.5,150.5
105.0,56.0
5.0,155.0
5.0,155.0
65.0,75.0
65.0,85.0
60.0,120.0
45.0,75.0
170.0,200.0
120.0,150.0
45.0,75.0
,
,
,
27.0,
27.0,
27.0,
27.0,
,
55.0,
50.0,150.0
5.0,150.0
55.0,
200.0,245.0
102.0,202.0
101.0,201.0
50.0,
100.0,50.0
90.0,155.0
74.0,155.0
208.0,161.0
230.0,136.0
235.0,143.0
70.0,20.0
180.0,60.0
50.4,85.4
71.7,50.0
51.7,50.0
31.4,
61.4,30.0
78.4,50.0
100.0,100.0
170.3,150.0
20.0,
20.0,
30.0,
25.0,60.0
33.0,70.0
28.0,70.0
3.0,60.0
201.0,4.0
258.4,
105.0,
192.3,
189.3,
215.4,0.4
240.0,
215.4,0.4
215.4,0.4
,
,
,
150.0,
200.0,
200.0,
200.0,
170.9,
61.0,
61.0,
65.9,
,
,
45.0,5.0
75.0,65.0
36.0,5.0
19.0,20.0
60.3,42.0
40.0,45.0
46.0,186.0
42.0,70.0
40.0,115.0
34.0,60.0
47.0,5.0
150.0,84.0
120.0,67.6
156.4,165.0
100.0,101.0
130.0,101.0
110.0,1.0
,
,
,
,
,
125.0,171.0
187.0,76.0
,
,
,
,40.4
,
91.0,
98.0,100.0
50.0,100.0
50.0,300.0
50.0,300.0
98.0,300.0
18.0,101.0
5.0,51.0
5.0,6.0
1.0,1.0
15.0,15.0
16.0,16.0
1.0,1.0
48.4,1.0
48.4,1.0
92.4,95.0
102.5,95.0
75.7,57.0
228.0,63.0
369.0,83.0
479.0,38.0
599.0,28.0
557.0,8.0
558.0,7.0
562.0,7.0
479.0,13.0
680.8,38.4
700.4,58.4
934.8,58.4
979.8,33.4
33.0,5.0
45.0,400.0
20.0,570.0
120.0,396.0
160.0,466.0
210.0,325.0
,
25.0,
,
59.0,35.0
75.0,55.0
95.0,50.0
160.0,64.3
160.8,68.0
201.7,85.0
219.7,107.0
258.4,79.4
114.0,31.0
183.9,100.0
169.0,40.0
316.0,188.0
279.0,140.0
269.0,125.0
170.0,
6.0,
44.0,
20.4,
5.0,64.0
5.0,64.0
2.0,
,
,
43.0,43.0
215.0,73.0
147.0,77.0
78.0,78.0
38.0,38.0
75.1,75.1
27.7,27.7
27.7,28.4
1.0,1.0
140.0,135.0
116.0,99.0
107.6,0.6
37.5,
91.8,
166.8,0.2
196.0,
122.0,122.0
53.0,50.0
100.8,50.0
114.0,50.0
123.3,50.0
65.0,65.0
100.0,100.0
220.0,160.0
441.0,197.0
507.4,209.4
439.0,329.0
456.0,300.0
449.0,235.0
509.0,151.0
625.0,230.0
410.4,200.4
488.0,200.0
618.4,167.0
581.5,160.5
426.0,
694.0,262.0
405.0,60.0
743.0,60.0
671.0,234.0
,
140.0,50.0
120.0,50.0
210.0,77.0
372.0,223.0
154.0,35.0
122.0,
194.4,100.4
785.8,436.8
482.4,358.4
253.4,215.4
340.0,340.0
340.0,340.0
623.6,430.6
408.6,133.0
310.0,175.0
326.3,92.3
457.0,15.0
306.0,65.4
436.4,15.4
546.0,15.0
575.0,20.0
660.6,15.0
579.0,15.0
75.0,
175.0,
75.0,90.0
150.0,87.0
150.0,132.0
,87.0
,57.0
,13.0
,
,
50.0,50.0
50.0,112.5
,
50.0,50.0
83.0,96.0
118.0,121.0
,138.0
57.0,85.0
51.0,111.0
50.0,79.0
48.0,54.0
48.0,54.0
54.0,54.0
50.0,130.0
100.0,
190.5,187.5
175.5,167.5
203.5,156.5
350.5,231.5
350.5,180.5
350.5,100.9
526.5,212.5
,
,
,
,
,
,
,
,
50.0,50.0
100.0,100.0
50.0,105.0
,56.0
,51.0
75.0,150.0
75.0,146.0
25.0,152.0
20.0,50.0
170.0,50.0
190.0,50.0
220.0,
220.0,
200.0,50.0
50.0,50.0
,
256.0,116.0
310.0,148.0
197.0,62.0
,2.0
2.0,7.0
2.0,17.0
2.0,12.0
2.0,2.0
4.0,4.0
2.0,7.0
90.0,40.0
,
100.0,
163.0,10.0
61.8,110.0
130.0,
,5.0
,75.0
0.3,80.3
,75.0
,75.0
1.2,76.2
,
57.8,50.0
50.7,
51.3,0.3
35.5,0.5
7.0,7.0
22.0,22.0
26.0,27.0
28.0,29.0
8.0,9.0
6.0,7.0
11.0,12.0
101.7,15.7
97.7,5.7
115.0,50.0
20.0,105.0
97.0,105.0
96.3,105.0
5.0,5.0
,35.0
,75.0
,75.0
,75.0
,75.0
,73.0
,
,
5.0,21.0
40.0,40.0
51.0,51.0
36.0,36.0
32.0,32.0
21.0,21.0
35.0,35.0
46.0,46.0
47.0,48.0
8.0,13.0
,
,
,
36.0,36.0
15.0,15.0
,
60.0,50.0
50.0,24.6
50.0,24.6
,24.6
24.1,24.6
2.8,2.0
20.0,20.0
,
1.0,1.0
13.0,13.0
89.0,89.0
101.0,29.0
29.0,29.0
33.0,33.0
37.0,37.0
86.2,86.2
86.2,86.2
126.0,126.0
126.0,126.0
76.0,76.0
25.0,25.0
25.0,25.0
25.0,25.0
10.0,10.0
5.0,15.0
,50.0
25.0,25.0
,
,60.0
50.0,50.0
20.0,20.0
,
,
50.0,50.0
,
10.0,10.0
50.0,50.0
76.0,76.0
63.0,63.0
,
,
,
25.0,25.0
,
,
,
,
248.7,198.7
149.2,148.7
224.0,173.7
199.0,148.7
199.0,148.7
199.0,148.7
198.7,148.7
199.0,148.7
200.0,50.0
,
50.0,50.0
50.0,50.0
20.0,20.0
20.0,20.0
20.0,20.0
50.0,50.0
20.0,20.0
20.0,20.0
70.0,70.0
106.0,106.0
50.0,50.0
379.2,0.6
548.5,86.5
595.0,50.0
280.0,180.0
330.0,170.0
160.0,190.0
180.0,140.0
150.0,50.0
85.0,75.0
85.0,85.0
59.9,59.9
50.0,81.4
70.0,70.0
80.0,40.0
80.0,80.0
80.0,80.0
80.0,80.0
80.0,80.0
81.0,50.0
,
35.0,35.0
50.0,50.0
50.0,50.0
,
,
,
,
,
,
,
,
,
50.0,50.0
75.0,75.0
195.0,130.0
8.0,8.0
65.0,40.0
64.0,109.0
75.0,95.0
22.0,72.0
57.0,58.0
23.0,55.0
50.0,66.0
40.0,50.0
190.0,260.0
245.0,315.0
205.0,315.0
186.0,211.0
107.0,252.0
169.0,419.0
123.0,124.0
218.0,74.0
42.0,50.0
67.0,80.0
117.0,50.0
193.0,140.0
117.0,145.0
17.0,17.0
17.0,
,
16.0,75.0
34.0,34.0
31.0,36.0
17.0,22.0
104.0,27.0
144.0,37.0
202.0,26.0
188.0,46.0
125.0,35.0
165.0,140.0
154.0,196.0
316.0,182.0
286.0,434.0
219.0,377.0
235.0,448.3
65.0,65.0
,150.0
,50.0
,
,
,
70.0,70.0
51.0,45.0
,
,
52.0,52.0
45.0,295.0
136.0,376.0
109.0,449.0
149.0,345.0
182.0,351.0
219.7,379.0
346.7,396.0
80.7,160.0
55.7,135.0
128.5,90.0
13.1,50.1
5.0,
18.0,18.0
,
5.0,
,
,
5.0,
5.0,
,
3.0,3.0
,
40.0,51.0
57.0,57.0
15.0,55.0
150.0,247.0
5.0,85.0
82.2,60.0
100.3,31.0
43.0,19.0
63.0,30.0
133.0,35.0
33.0,23.0
10.4,10.4
5.4,5.8
,
5.0,5.0
,
,
,
,
,
,
50.0,50.0
,
206.0,73.0
246.0,130.0
218.0,134.0
148.0,60.0
76.0,76.0
71.0,71.0
60.0,60.0
60.0,60.0
,
,
,
,
,
,
95.0,95.0
,
,
11.0,145.7
15.0,145.7
6.3,146.0
6.3,146.0
0.3,146.0
0.3,146.0
25.0,145.7
85.0,
105.0,105.0
40.0,40.0
,
,
,5.0
,5.0
,
,
,
,
,
90.0,
29.0,
,
,
,
,
,
,2.0
,4.0
,9.0
,9.0
,1.0
,
,9.0
,9.0
,9.0
5.0,5.0
15.0,15.0
25.0,25.0
14.0,14.0
14.0,14.0
,
,
,
,
9.0,9.0
,
4.0,4.0
40.0,130.0
,57.0
,
0.5,
,
83.0,191.0
80.0,116.0
90.0,90.0
20.0,20.0
,
20.0,20.0
73.0,
105.0,105.0
180.0,180.0
233.0,233.0
236.0,236.0
151.0,151.0
150.0,101.0
100.0,100.0
50.0,
80.0,
50.0,
50.0,
,
,
5.0,14.0
,
,30.0
,
,
,
,
55.0,55.0
105.0,105.0
11.0,11.0
,
3.0,3.0
27.0,42.0
2.0,2.0
52.0,52.0
152.0,152.0
152.0,152.0
202.0,202.0
102.0,102.0
327.0,327.0
158.0,159.0
152.0,152.0
183.0,184.0
100.0,100.0
,
,
,
,
,
,
,
20.0,20.0
,
,
2.0,2.0
,
2.0,2.0
2.0,2.0
14.0,14.0
14.0,14.0
17.0,17.0
17.0,17.0
17.0,17.0
17.0,17.0
17.0,17.0
17.0,17.0
17.0,17.0
,
8.0,8.0
8.0,8.0
45.0,45.0
,
,
,
,
,
4.0,4.0
77.0,77.0
7.0,7.0
2.0,2.0
2.0,2.0
7.0,7.0
7.0,12.0
7.0,7.0
7.0,7.0
2.0,2.0
2.0,2.0
27.0,27.0
27.0,27.0
27.0,27.0
2.0,2.0
,
,
,
,
,
,
,
,
,
4.0,4.0
6.0,6.0
8.0,8.0
10.0,10.0
14.0,14.0
10.0,10.0
,
,
,
64.0,2.0
104.0,2.0
77.0,77.0
197.0,197.0
27.0,27.0
17.0,17.0
13.0,13.0
46.0,46.0
,
2.0,
55.0,
54.0,
20.0,
33.0,13.0
,
5.0,5.0
20.0,20.0
20.0,20.0
20.0,20.0
7.0,7.0
25.0,25.0
7.0,7.0
7.0,7.0
7.0,7.0
,
,
30.0,30.0
34.0,34.0
70.0,70.0
29.0,29.0
145.7,145.7
145.7,145.7
145.0,145.7
170.7,286.4
170.0,345.0
125.0,345.0
125.0,295.0
130.0,211.0
119.0,245.7
5.7,5.7
,
,
,
,
,
1.0,1.0
2.0,2.0
2.0,2.0
2.0,2.0
2.0,2.0
2.0,2.0
2.0,2.0
2.0,2.0
100.0,100.0
100.0,198.2
48.2,223.2
48.2,234.2
,133.2
,133.2
50.0,229.2
,
,
53.0,53.0
60.0,60.0
10.0,10.0
105.0,105.0
100.0,100.0
170.0,170.0
64.0,64.0
28.0,28.0
103.0,103.0
125.0,125.0
154.0,154.0
75.0,75.0
127.0,127.0
3.0,3.0
5.0,5.0
2.0,2.0
48.2,48.2
72.8,72.8
72.8,72.8
72.8,72.8
72.8,72.8
72.8,72.8
60.0,60.0
53.0,53.0
168.0,168.0
68.0,68.0
,
11.0,11.0
12.0,12.0
37.0,37.0
10.0,10.0
8.0,8.0
63.0,63.0
33.0,33.0
7.0,6.0
,
51.0,51.0
1.0,1.0
1.0,1.0
,
25.0,25.0
17.5,17.5
7.5,7.5
7.5,7.5
7.5,7.5
7.5,7.5
7.5,7.5
12.5,12.5
,
30.0,30.0
50.0,50.0
20.0,70.0
,70.0
10.0,35.0
5.0,30.0
,25.0
10.0,11.0
40.0,40.0
40.0,40.0
,
7.0,12.0
2.0,2.0
8.0,8.0
5.0,5.0
48.7,48.7
87.7,87.7
88.3,88.3
56.3,56.3
48.3,48.3
48.7,48.7
40.0,40.0
,
3.0,3.0
,
50.0,50.0
70.0,120.0
70.0,120.0
275.0,275.0
125.0,125.0
195.0,195.0
375.0,375.0
300.0,300.0
100.0,100.0
51.0,51.0
163.0,168.0
116.0,126.0
241.0,241.0
201.0,206.0
,
,
97.5,97.5
97.5,97.5
147.5,147.5
147.5,147.5
,
,
,
,
25.0,25.0
25.5,25.5
29.0,29.0
71.0,71.0
40.0,40.0
5.5,5.5
4.5,4.5
72.0,73.0
38.5,39.5
13.5,14.5
16.0,17.0
21.5,22.5
10.5,11.5
30.5,31.5
,
25.0,25.0
,
62.0,
82.0,
160.0,
25.0,25.0
,
,
,
,
,
,
,
2.0,2.0
2.0,2.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
50.0,50.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
33.0,
135.6,24.6
100.0,24.6
,24.6
,24.6
,24.6
,
3.0,3.0
,
,
24.0,24.0
11.0,11.0
15.0,15.0
48.0,48.0
45.0,45.0
30.0,30.0
,
10.0,10.0
,
,5.0
2.0,7.0
41.0,42.0
52.0,7.0
6.0,7.0
25.0,
25.0,
,128.2
,228.2
,128.2
68.0,48.2
61.0,40.0
30.0,204.0
93.0,93.0
78.0,78.0
50.0,50.0
50.0,60.0
120.0,120.0
90.0,90.0
50.0,50.0
50.0,50.0
131.2,131.2
65.0,65.0
107.0,107.0
55.0,55.0
20.1,21.1
52.7,57.0
47.0,7.0
2.0,7.0
50.0,
50.0,18.0
,
,
,
,
,
,
3.0,3.0
10.0,10.0
3.0,3.0
70.0,70.0
60.0,60.0
58.0,58.0
60.9,60.9
60.9,60.9
0.1,0.1
5.1,15.1
5.1,10.1
2.1,7.0
62.9,67.9
62.0,67.9
52.0,58.9
62.0,67.9
,
89.0,73.0
123.0,73.0
143.0,73.0
183.0,73.0
113.0,73.0
50.0,50.0
,
5.0,5.0
,
5.0,5.0
,
,
,
,
5.0,5.0
,
3.0,3.0
,
40.0,
,
,
,
,
12.0,
88.2,88.2
138.1,48.2
138.1,48.2
177.7,72.8
142.8,130.8
,
,
,
5.0,5.0
10.0,10.0
5.0,5.0
20.0,20.0
,
,
,
,
,
2.0,4.0
2.0,4.0
2.0,2.0
2.0,7.0
42.0,2.0
2.0,2.0
,
,
,
,
,
,
,
,
,
,
,
1.0,1.0
7.0,7.0
7.0,7.0
81.0,81.0
81.0,81.0
2.0,2.0
2.0,2.0
5.0,5.0
5.0,5.0
5.0,5.0
5.0,5.0
,
,
,
,
40.0,40.0
90.0,90.0
,
,
,
,
,
,
,
,
2.0,2.0
2.0,2.0
2.0,2.0
40.6,40.6
,
,
,
,
,
,
,
,
118.0,39.0
40.0,
,
,
,
60.0,60.0
75.0,75.0
,
,
,
2.0,2.0
2.0,2.0
2.0,2.0
4.0,8.0
9.0,13.0
42.0,43.0
2.0,2.0
20.0,20.0
2.0,2.0
2.0,2.0
108.0,12.0
11.0,121.0
2.0,102.0
2.0,2.0
,
,
30.0,30.0
30.0,30.0
60.0,60.0
24.0,
,
,
,
,
5.0,5.0
2.0,2.0
2.0,2.0
2.0,2.0
2.0,6.0
2.0,6.0
5.0,6.0
2.0,6.0
14.0,65.0
,55.0
,5.0
,10.0
,
39.0,
,
10.8,
0.8,
30.8,
40.4,
130.4,
,
,
,
25.0,25.0
10.0,10.0
7.0,12.0
7.0,12.0
2.0,2.0
2.0,2.0
2.0,7.0
55.0,60.0
84.0,85.0
55.0,55.0
5.0,5.0
5.0,5.0
5.0,5.0
5.0,5.0
6.0,2.0
,
10.0,10.2
10.0,10.2
10.2,10.0
10.2,10.0
0.2,
,
,
,
13.0,13.0
12.0,12.0
18.0,18.0
26.0,26.0
41.0,41.0
43.0,43.0
36.0,36.0
82.0,82.0
2.0,2.0
45.0,45.0
29.0,34.0
5.0,5.0
5.0,5.0
5.0,5.0
2.0,2.0
,
43.0,48.2
,48.2
110.0,72.8
160.0,72.8
,72.8
,
,
9.0,9.0
9.0,9.0
29.0,29.0
29.0,29.0
17.0,17.0
12.0,12.0
43.0,43.0
14.0,14.0
9.0,9.0
69.0,69.0
15.0,15.0
9.0,9.0
2.0,7.0
2.0,7.0
2.0,7.0
37.0,42.0
,
,50.0
80.0,72.8
30.6,76.4
10.0,145.7
60.0,145.7
136.0,
100.0,15.0
,
,
,
,
,
2.0,2.0
32.0,32.0
32.0,62.0
32.0,32.0
32.0,32.0
7.0,7.0
5.0,5.0
5.0,5.0
5.0,10.0
2.0,7.0
67.0,57.0
30.0,30.0
,10.0
,10.0
65.0,10.0
69.0,10.0
75.0,60.0
50.0,60.0
50.0,10.0
250.0,10.0
201.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
10.0,
60.0,
60.0,
75.0,
50.0,
,
,
,
,
,
8.0,13.0
5.0,180.0
179.0,180.0
174.0,175.0
106.1,175.0
174.0,175.0
