,Gen. (s) forecast,Gen. (w_off) forecast,Gen. (w_on) forecast
2018-03-06 14:00:00+00:00,193.0,36.25,120.0
2018-03-06 15:00:00+00:00,103.0,25.5,108.5
2018-03-06 16:00:00+00:00,32.5,23.25,126.0
2018-03-06 17:00:00+00:00,3.25,20.0,139.75
2018-03-06 18:00:00+00:00,0.0,15.25,100.5
2018-03-06 19:00:00+00:00,0.0,16.0,71.0
2018-03-06 20:00:00+00:00,0.0,26.0,71.75
2018-03-06 21:00:00+00:00,0.0,30.75,66.75
2018-03-06 22:00:00+00:00,0.0,27.25,62.75
2018-03-06 23:00:00+00:00,0.0,50.5,102.25
2018-03-07 00:00:00+00:00,0.0,54.0,113.25
2018-03-07 01:00:00+00:00,0.0,60.25,136.0
2018-03-07 02:00:00+00:00,0.0,66.5,155.75
2018-03-07 03:00:00+00:00,0.0,74.5,182.5
2018-03-07 04:00:00+00:00,0.0,80.5,213.75
2018-03-07 05:00:00+00:00,36.5,79.5,236.5
2018-03-07 06:00:00+00:00,208.5,66.75,182.25
2018-03-07 07:00:00+00:00,493.0,47.0,111.5
2018-03-07 08:00:00+00:00,719.0,26.75,60.75
2018-03-07 09:00:00+00:00,811.0,16.75,54.5
2018-03-07 10:00:00+00:00,748.5,12.0,62.75
2018-03-07 11:00:00+00:00,599.25,8.25,62.5
2018-03-07 12:00:00+00:00,447.5,11.75,65.0
2018-03-07 13:00:00+00:00,323.25,25.0,85.5
2018-03-07 14:00:00+00:00,206.0,40.25,117.0
2018-03-07 15:00:00+00:00,96.25,56.75,184.75
2018-03-07 16:00:00+00:00,24.75,83.5,322.25
2018-03-07 17:00:00+00:00,1.75,117.0,453.75
2018-03-07 18:00:00+00:00,0.0,133.75,501.75
2018-03-07 19:00:00+00:00,0.0,143.75,592.25
2018-03-07 20:00:00+00:00,0.0,166.0,756.0
2018-03-07 21:00:00+00:00,0.0,187.5,941.25
2018-03-07 22:00:00+00:00,0.0,203.0,1081.0
2018-03-07 23:00:00+00:00,0.0,208.25,1070.5
2018-03-08 00:00:00+00:00,0.0,219.0,1151.0
2018-03-08 01:00:00+00:00,0.0,235.0,1301.75
2018-03-08 02:00:00+00:00,0.0,231.0,1361.5
2018-03-08 03:00:00+00:00,0.0,236.75,1361.25
2018-03-08 04:00:00+00:00,0.0,251.0,1437.5
2018-03-08 05:00:00+00:00,39.25,264.75,1584.0
2018-03-08 06:00:00+00:00,152.0,282.25,1760.5
2018-03-08 07:00:00+00:00,238.25,313.75,2062.25
2018-03-08 08:00:00+00:00,234.0,332.75,2310.5
2018-03-08 09:00:00+00:00,187.75,343.0,2490.25
2018-03-08 10:00:00+00:00,179.0,358.25,2611.25
2018-03-08 11:00:00+00:00,294.75,355.75,2612.0
2018-03-08 12:00:00+00:00,500.25,362.25,2574.5
2018-03-08 13:00:00+00:00,578.0,379.25,2607.5
2018-03-08 14:00:00+00:00,422.5,399.25,2645.25
2018-03-08 15:00:00+00:00,194.5,407.75,2861.75
2018-03-08 16:00:00+00:00,51.0,411.5,3008.5
2018-03-08 17:00:00+00:00,4.0,408.75,3035.25
2018-03-08 18:00:00+00:00,0.0,384.75,2945.75
2018-03-08 19:00:00+00:00,0.0,375.5,2894.75
2018-03-08 20:00:00+00:00,0.0,364.5,2782.75
2018-03-08 21:00:00+00:00,0.0,349.75,2580.75
2018-03-08 22:00:00+00:00,0.0,330.0,2377.75
2018-03-08 23:00:00+00:00,0.0,310.25,2191.0
2018-03-09 00:00:00+00:00,0.0,300.0,2050.25
2018-03-09 01:00:00+00:00,0.0,284.5,1860.5
2018-03-09 02:00:00+00:00,0.0,262.25,1629.5
2018-03-09 03:00:00+00:00,0.0,234.25,1410.75
2018-03-09 04:00:00+00:00,0.0,200.0,1215.5
2018-03-09 05:00:00+00:00,42.25,163.0,1023.25
2018-03-09 06:00:00+00:00,239.0,144.0,907.0
2018-03-09 07:00:00+00:00,534.5,121.0,779.0
2018-03-09 08:00:00+00:00,763.75,98.25,676.75
2018-03-09 09:00:00+00:00,981.0,83.0,578.5
2018-03-09 10:00:00+00:00,1126.5,68.75,484.75
2018-03-09 11:00:00+00:00,1134.0,60.75,384.75
2018-03-09 12:00:00+00:00,1005.5,54.5,307.25
2018-03-09 13:00:00+00:00,784.5,46.0,224.25
2018-03-09 14:00:00+00:00,511.25,43.25,185.0
2018-03-09 15:00:00+00:00,242.75,56.75,233.5
2018-03-09 16:00:00+00:00,64.5,79.25,338.75
2018-03-09 17:00:00+00:00,4.5,109.25,486.75
2018-03-09 18:00:00+00:00,0.0,132.5,617.25
2018-03-09 19:00:00+00:00,0.0,149.0,731.75
2018-03-09 20:00:00+00:00,0.0,162.5,831.5
2018-03-09 21:00:00+00:00,0.0,166.25,878.5
2018-03-09 22:00:00+00:00,0.0,173.25,926.5
2018-03-09 23:00:00+00:00,0.0,195.25,1065.0
2018-03-10 00:00:00+00:00,0.0,197.25,1062.0
2018-03-10 01:00:00+00:00,0.0,208.0,1068.5
2018-03-10 02:00:00+00:00,0.0,218.75,1107.5
2018-03-10 03:00:00+00:00,0.0,217.5,1173.5
2018-03-10 04:00:00+00:00,0.0,221.75,1171.5
2018-03-10 05:00:00+00:00,32.5,228.25,1133.25
2018-03-10 06:00:00+00:00,119.25,228.0,1102.0
2018-03-10 07:00:00+00:00,217.5,226.25,1065.25
2018-03-10 08:00:00+00:00,348.5,226.75,1078.75
2018-03-10 09:00:00+00:00,525.75,228.25,1098.25
2018-03-10 10:00:00+00:00,695.5,228.0,1174.5
2018-03-10 11:00:00+00:00,704.75,223.25,1195.75
2018-03-10 12:00:00+00:00,517.0,214.75,1124.25
2018-03-10 13:00:00+00:00,282.5,200.25,1028.75
2018-03-10 14:00:00+00:00,131.0,191.75,972.25
2018-03-10 15:00:00+00:00,54.0,184.0,955.0
2018-03-10 16:00:00+00:00,16.5,176.0,983.75
2018-03-10 17:00:00+00:00,2.5,183.75,1046.75
2018-03-10 18:00:00+00:00,0.0,198.75,1136.5
2018-03-10 19:00:00+00:00,0.0,205.5,1212.5
2018-03-10 20:00:00+00:00,0.0,203.0,1174.75
2018-03-10 21:00:00+00:00,0.0,185.25,1003.5
2018-03-10 22:00:00+00:00,0.0,155.75,822.25
2018-03-10 23:00:00+00:00,0.0,122.25,691.75
2018-03-11 00:00:00+00:00,0.0,86.25,555.75
2018-03-11 01:00:00+00:00,0.0,55.25,432.25
2018-03-11 02:00:00+00:00,0.0,37.5,343.75
2018-03-11 03:00:00+00:00,0.0,38.25,277.5
2018-03-11 04:00:00+00:00,0.0,43.75,276.75
2018-03-11 05:00:00+00:00,31.0,55.75,348.75
2018-03-11 06:00:00+00:00,126.25,94.75,463.25
2018-03-11 07:00:00+00:00,232.25,121.75,613.75
2018-03-11 08:00:00+00:00,281.5,147.25,820.5
2018-03-11 09:00:00+00:00,256.0,174.75,1061.0
2018-03-11 10:00:00+00:00,250.0,196.5,1342.25
2018-03-11 11:00:00+00:00,332.5,220.75,1499.0
2018-03-11 12:00:00+00:00,426.5,230.5,1468.25
2018-03-11 13:00:00+00:00,427.0,226.5,1315.75
2018-03-11 14:00:00+00:00,329.0,215.75,1121.25
2018-03-11 15:00:00+00:00,187.0,186.25,971.75
2018-03-11 16:00:00+00:00,67.25,155.25,904.75
2018-03-11 17:00:00+00:00,11.0,131.75,866.25
2018-03-11 18:00:00+00:00,0.0,108.5,818.75
2018-03-11 19:00:00+00:00,0.0,102.0,776.0
2018-03-11 20:00:00+00:00,0.0,114.25,743.0
2018-03-11 21:00:00+00:00,0.0,121.5,699.25
2018-03-11 22:00:00+00:00,0.0,122.5,638.0
2018-03-11 23:00:00+00:00,0.0,148.25,833.75
2018-03-12 00:00:00+00:00,0.0,147.5,769.5
2018-03-12 01:00:00+00:00,0.0,143.25,691.5
2018-03-12 02:00:00+00:00,0.0,135.5,659.0
2018-03-12 03:00:00+00:00,0.0,130.5,696.5
2018-03-12 04:00:00+00:00,0.0,124.75,732.25
2018-03-12 05:00:00+00:00,52.5,129.5,714.0
2018-03-12 06:00:00+00:00,195.0,132.75,650.0
2018-03-12 07:00:00+00:00,352.0,141.75,557.0
2018-03-12 08:00:00+00:00,521.75,142.25,541.0
2018-03-12 09:00:00+00:00,663.0,145.5,684.5
2018-03-12 10:00:00+00:00,730.75,154.75,833.25
2018-03-12 11:00:00+00:00,718.25,156.25,872.5
2018-03-12 12:00:00+00:00,666.5,140.75,818.0
2018-03-12 13:00:00+00:00,574.25,130.75,776.5
2018-03-12 14:00:00+00:00,416.25,136.0,738.0
2018-03-12 15:00:00+00:00,218.25,135.75,647.75
2018-03-12 16:00:00+00:00,66.0,133.0,660.5
2018-03-12 17:00:00+00:00,7.0,133.75,719.25
2018-03-12 18:00:00+00:00,0.0,131.5,743.0
2018-03-12 19:00:00+00:00,0.0,141.5,804.75
2018-03-12 20:00:00+00:00,0.0,151.75,865.25
2018-03-12 21:00:00+00:00,0.0,155.25,892.0
2018-03-12 22:00:00+00:00,0.0,153.75,933.5
2018-03-12 23:00:00+00:00,0.0,173.75,785.5
2018-03-13 00:00:00+00:00,0.0,171.0,803.5
2018-03-13 01:00:00+00:00,0.0,161.75,854.0
2018-03-13 02:00:00+00:00,0.0,156.5,877.0
2018-03-13 03:00:00+00:00,0.0,204.25,884.25
2018-03-13 04:00:00+00:00,0.0,300.5,1063.0
2018-03-13 05:00:00+00:00,9.75,336.75,1331.25
2018-03-13 06:00:00+00:00,30.5,330.0,1527.5
2018-03-13 07:00:00+00:00,51.0,310.5,1873.5
2018-03-13 08:00:00+00:00,86.5,284.25,1919.0
2018-03-13 09:00:00+00:00,125.5,247.5,1733.25
2018-03-13 10:00:00+00:00,151.75,224.75,1595.75
2018-03-13 11:00:00+00:00,153.75,209.5,1467.5
2018-03-13 12:00:00+00:00,140.5,194.5,1309.75
2018-03-13 13:00:00+00:00,119.5,181.5,1182.0
2018-03-13 14:00:00+00:00,91.0,178.0,1079.0
2018-03-13 15:00:00+00:00,55.0,168.0,1019.5
2018-03-13 16:00:00+00:00,21.0,154.0,933.75
2018-03-13 17:00:00+00:00,3.25,131.25,846.25
2018-03-13 18:00:00+00:00,0.0,108.25,723.75
2018-03-13 19:00:00+00:00,0.0,96.25,608.5
2018-03-13 20:00:00+00:00,0.0,92.75,543.25
2018-03-13 21:00:00+00:00,0.0,96.5,534.75
2018-03-13 22:00:00+00:00,0.0,99.75,539.0
2018-03-13 23:00:00+00:00,0.0,48.25,323.25
2018-03-14 00:00:00+00:00,0.0,46.0,302.0
2018-03-14 01:00:00+00:00,0.0,46.0,279.5
2018-03-14 02:00:00+00:00,0.0,45.75,239.75
2018-03-14 03:00:00+00:00,0.0,39.25,165.75
2018-03-14 04:00:00+00:00,0.0,36.5,104.0
2018-03-14 05:00:00+00:00,67.25,41.0,68.25
2018-03-14 06:00:00+00:00,296.25,42.5,61.0
2018-03-14 07:00:00+00:00,601.25,47.0,64.75
2018-03-14 08:00:00+00:00,877.75,55.75,106.0
2018-03-14 09:00:00+00:00,1099.75,87.25,219.25
2018-03-14 10:00:00+00:00,1240.5,130.5,382.0
2018-03-14 11:00:00+00:00,1299.75,156.25,513.25
2018-03-14 12:00:00+00:00,1262.5,157.0,556.75
2018-03-14 13:00:00+00:00,1111.0,166.75,621.5
2018-03-14 14:00:00+00:00,843.0,179.25,739.25
2018-03-14 15:00:00+00:00,485.75,206.0,920.0
2018-03-14 16:00:00+00:00,171.0,233.75,1137.25
2018-03-14 17:00:00+00:00,29.0,267.25,1472.75
2018-03-14 18:00:00+00:00,0.0,292.0,1750.0
2018-03-14 19:00:00+00:00,0.0,308.25,1958.0
2018-03-14 20:00:00+00:00,0.0,324.25,2119.25
2018-03-14 21:00:00+00:00,0.0,336.5,2231.25
2018-03-14 22:00:00+00:00,0.0,347.0,2319.5
2018-03-14 23:00:00+00:00,0.0,358.0,2414.0
2018-03-15 00:00:00+00:00,0.0,366.25,2477.75
2018-03-15 01:00:00+00:00,0.0,379.0,2579.5
2018-03-15 02:00:00+00:00,0.0,387.0,2713.0
2018-03-15 03:00:00+00:00,0.0,389.75,2820.5
2018-03-15 04:00:00+00:00,0.0,391.75,2933.0
2018-03-15 05:00:00+00:00,130.75,393.75,2996.75
2018-03-15 06:00:00+00:00,517.0,388.25,2975.0
2018-03-15 07:00:00+00:00,944.75,380.5,2983.75
2018-03-15 08:00:00+00:00,1264.0,367.0,2922.5
2018-03-15 09:00:00+00:00,1380.0,350.5,2878.75
2018-03-15 10:00:00+00:00,1240.5,333.5,2817.0
2018-03-15 11:00:00+00:00,882.5,318.25,2679.25
2018-03-15 12:00:00+00:00,545.5,306.75,2469.25
2018-03-15 13:00:00+00:00,354.5,295.5,2238.25
2018-03-15 14:00:00+00:00,226.5,292.25,2005.25
2018-03-15 15:00:00+00:00,112.5,284.5,1885.25
2018-03-15 16:00:00+00:00,35.75,284.0,1929.75
2018-03-15 17:00:00+00:00,5.75,273.0,1978.0
2018-03-15 18:00:00+00:00,0.0,261.0,2058.75
2018-03-15 19:00:00+00:00,0.0,239.75,2124.75
2018-03-15 20:00:00+00:00,0.0,231.0,2159.5
2018-03-15 21:00:00+00:00,0.0,233.25,2106.25
2018-03-15 22:00:00+00:00,0.0,232.0,2051.25
2018-03-15 23:00:00+00:00,0.0,224.75,1790.5
2018-03-16 00:00:00+00:00,0.0,222.0,1786.0
2018-03-16 01:00:00+00:00,0.0,221.75,1808.75
2018-03-16 02:00:00+00:00,0.0,218.0,1761.75
2018-03-16 03:00:00+00:00,0.0,209.75,1725.75
2018-03-16 04:00:00+00:00,0.5,205.5,1727.5
2018-03-16 05:00:00+00:00,33.0,204.25,1736.5
2018-03-16 06:00:00+00:00,91.5,206.0,1776.5
2018-03-16 07:00:00+00:00,122.0,214.0,1864.75
2018-03-16 08:00:00+00:00,174.0,215.75,1922.75
2018-03-16 09:00:00+00:00,211.0,221.25,1923.0
2018-03-16 10:00:00+00:00,233.5,227.25,1923.75
2018-03-16 11:00:00+00:00,237.5,229.75,1986.5
2018-03-16 12:00:00+00:00,211.25,234.75,2072.75
2018-03-16 13:00:00+00:00,168.5,246.0,2149.0
2018-03-16 14:00:00+00:00,121.25,266.75,2256.5
2018-03-16 15:00:00+00:00,69.0,301.75,2408.25
2018-03-16 16:00:00+00:00,26.0,331.25,2581.75
2018-03-16 17:00:00+00:00,4.5,355.5,2772.25
2018-03-16 18:00:00+00:00,0.0,366.5,2886.0
2018-03-16 19:00:00+00:00,0.0,376.0,2953.75
2018-03-16 20:00:00+00:00,0.0,383.25,3012.25
2018-03-16 21:00:00+00:00,0.0,390.5,3087.5
2018-03-16 22:00:00+00:00,0.0,396.5,3188.0
2018-03-16 23:00:00+00:00,0.0,373.0,3039.0
2018-03-17 00:00:00+00:00,0.0,382.75,3109.25
2018-03-17 01:00:00+00:00,0.0,394.25,3219.75
2018-03-17 02:00:00+00:00,0.0,403.5,3317.5
2018-03-17 03:00:00+00:00,0.0,417.25,3366.0
2018-03-17 04:00:00+00:00,0.5,426.25,3454.5
2018-03-17 05:00:00+00:00,90.25,431.5,3564.0
2018-03-17 06:00:00+00:00,254.5,439.0,3665.75
2018-03-17 07:00:00+00:00,342.75,446.5,3796.75
2018-03-17 08:00:00+00:00,494.25,452.25,3879.5
2018-03-17 09:00:00+00:00,617.25,455.5,3933.75
2018-03-17 10:00:00+00:00,708.5,458.75,3978.0
2018-03-17 11:00:00+00:00,744.75,459.0,3991.25
2018-03-17 12:00:00+00:00,699.75,458.5,3985.5
2018-03-17 13:00:00+00:00,590.5,457.5,3972.75
2018-03-17 14:00:00+00:00,434.75,456.25,3935.0
2018-03-17 15:00:00+00:00,250.75,453.25,3847.25
2018-03-17 16:00:00+00:00,95.0,450.25,3724.25
2018-03-17 17:00:00+00:00,17.75,448.0,3679.5
2018-03-17 18:00:00+00:00,0.0,448.5,3702.0
2018-03-17 19:00:00+00:00,0.0,448.75,3717.5
2018-03-17 20:00:00+00:00,0.0,447.25,3717.25
2018-03-17 21:00:00+00:00,0.0,443.5,3678.25
2018-03-17 22:00:00+00:00,0.0,439.5,3630.75
2018-03-17 23:00:00+00:00,0.0,437.75,3582.75
2018-03-18 00:00:00+00:00,0.0,435.0,3568.75
2018-03-18 01:00:00+00:00,0.0,432.0,3551.0
2018-03-18 02:00:00+00:00,0.0,428.0,3514.0
2018-03-18 03:00:00+00:00,0.0,423.0,3449.75
2018-03-18 04:00:00+00:00,1.0,417.25,3401.5
2018-03-18 05:00:00+00:00,146.5,410.25,3389.75
2018-03-18 06:00:00+00:00,422.75,413.5,3438.75
2018-03-18 07:00:00+00:00,579.5,418.5,3516.25
2018-03-18 08:00:00+00:00,815.5,421.75,3564.25
2018-03-18 09:00:00+00:00,982.0,419.25,3543.25
2018-03-18 10:00:00+00:00,1060.75,416.5,3505.75
2018-03-18 11:00:00+00:00,1052.5,412.5,3465.5
2018-03-18 12:00:00+00:00,1006.0,411.0,3444.0
2018-03-18 13:00:00+00:00,941.5,409.5,3408.5
2018-03-18 14:00:00+00:00,788.75,405.25,3324.25
2018-03-18 15:00:00+00:00,496.0,394.25,3119.75
2018-03-18 16:00:00+00:00,191.0,384.5,2864.25
2018-03-18 17:00:00+00:00,37.75,381.25,2707.5
2018-03-18 18:00:00+00:00,0.0,373.5,2594.25
2018-03-18 19:00:00+00:00,0.0,368.75,2515.75
2018-03-18 20:00:00+00:00,0.0,364.25,2458.5
2018-03-18 21:00:00+00:00,0.0,356.75,2389.25
2018-03-18 22:00:00+00:00,0.0,350.5,2349.0
2018-03-18 23:00:00+00:00,0.0,309.75,2015.25
2018-03-19 00:00:00+00:00,0.0,312.25,1999.0
2018-03-19 01:00:00+00:00,0.0,317.75,1995.25
2018-03-19 02:00:00+00:00,0.0,316.5,1972.75
2018-03-19 03:00:00+00:00,0.0,314.25,1950.5
2018-03-19 04:00:00+00:00,1.0,317.5,2004.5
2018-03-19 05:00:00+00:00,163.5,319.75,2169.25
2018-03-19 06:00:00+00:00,612.25,317.5,2177.0
2018-03-19 07:00:00+00:00,1080.5,312.75,2190.75
2018-03-19 08:00:00+00:00,1486.25,304.25,2133.0
2018-03-19 09:00:00+00:00,1781.75,291.0,2008.0
2018-03-19 10:00:00+00:00,1952.0,275.75,1865.25
2018-03-19 11:00:00+00:00,1986.25,263.25,1757.75
2018-03-19 12:00:00+00:00,1855.5,256.0,1692.75
2018-03-19 13:00:00+00:00,1565.75,252.0,1627.25
2018-03-19 14:00:00+00:00,1160.75,250.25,1555.75
2018-03-19 15:00:00+00:00,669.75,253.25,1412.25
2018-03-19 16:00:00+00:00,246.25,247.25,1241.25
2018-03-19 17:00:00+00:00,46.75,232.5,1149.5
2018-03-19 18:00:00+00:00,0.0,212.75,1026.75
2018-03-19 19:00:00+00:00,0.0,193.75,845.75
2018-03-19 20:00:00+00:00,0.0,159.75,702.25
2018-03-19 21:00:00+00:00,0.0,139.75,628.5
2018-03-19 22:00:00+00:00,0.0,134.0,597.5
2018-03-19 23:00:00+00:00,0.0,160.0,848.75
2018-03-20 00:00:00+00:00,0.0,186.0,1024.75
2018-03-20 01:00:00+00:00,0.0,235.5,1308.5
2018-03-20 02:00:00+00:00,0.0,277.0,1607.5
2018-03-20 03:00:00+00:00,0.0,299.0,1837.75
2018-03-20 04:00:00+00:00,1.5,319.25,1919.75
2018-03-20 05:00:00+00:00,152.0,321.0,1889.25
2018-03-20 06:00:00+00:00,557.5,312.5,1888.25
2018-03-20 07:00:00+00:00,1003.75,295.25,1940.75
2018-03-20 08:00:00+00:00,1447.5,275.75,1962.75
2018-03-20 09:00:00+00:00,1777.75,258.75,1949.75
2018-03-20 10:00:00+00:00,1961.0,257.75,1975.25
2018-03-20 11:00:00+00:00,1951.5,256.0,2007.75
2018-03-20 12:00:00+00:00,1786.25,256.5,1976.5
2018-03-20 13:00:00+00:00,1517.5,254.25,1887.25
2018-03-20 14:00:00+00:00,1128.0,244.0,1746.25
2018-03-20 15:00:00+00:00,650.5,224.0,1469.75
2018-03-20 16:00:00+00:00,238.75,202.75,1146.0
2018-03-20 17:00:00+00:00,46.75,186.5,996.75
2018-03-20 18:00:00+00:00,0.0,176.0,934.0
2018-03-20 19:00:00+00:00,0.0,166.25,892.75
2018-03-20 20:00:00+00:00,0.0,154.75,819.0
2018-03-20 21:00:00+00:00,0.0,148.25,746.5
2018-03-20 22:00:00+00:00,0.0,134.25,680.5
2018-03-20 23:00:00+00:00,0.0,92.25,470.75
2018-03-21 00:00:00+00:00,0.0,78.75,427.25
2018-03-21 01:00:00+00:00,0.0,63.5,380.75
2018-03-21 02:00:00+00:00,0.0,51.5,320.5
2018-03-21 03:00:00+00:00,0.0,45.0,293.5
2018-03-21 04:00:00+00:00,1.5,38.25,273.0
2018-03-21 05:00:00+00:00,134.5,32.25,212.0
2018-03-21 06:00:00+00:00,374.0,35.0,213.5
2018-03-21 07:00:00+00:00,495.0,46.75,227.5
2018-03-21 08:00:00+00:00,691.5,72.25,266.5
2018-03-21 09:00:00+00:00,826.25,89.75,362.0
2018-03-21 10:00:00+00:00,955.5,85.5,436.0
2018-03-21 11:00:00+00:00,1106.0,93.0,483.75
2018-03-21 12:00:00+00:00,1163.75,111.25,590.5
2018-03-21 13:00:00+00:00,1045.25,122.75,702.25
2018-03-21 14:00:00+00:00,786.5,128.25,857.25
2018-03-21 15:00:00+00:00,454.5,130.0,858.75
2018-03-21 16:00:00+00:00,172.5,123.5,770.5
2018-03-21 17:00:00+00:00,36.0,131.25,760.0
2018-03-21 18:00:00+00:00,0.0,157.75,869.5
2018-03-21 19:00:00+00:00,0.0,202.25,1059.25
2018-03-21 20:00:00+00:00,0.0,228.75,1250.5
2018-03-21 21:00:00+00:00,0.0,247.25,1416.5
2018-03-21 22:00:00+00:00,0.0,266.25,1578.5
2018-03-21 23:00:00+00:00,0.0,295.75,1782.25
2018-03-22 00:00:00+00:00,0.0,304.5,1900.75
2018-03-22 01:00:00+00:00,0.0,320.75,2116.5
2018-03-22 02:00:00+00:00,0.0,340.5,2263.75
2018-03-22 03:00:00+00:00,0.0,346.75,2326.0
2018-03-22 04:00:00+00:00,1.75,339.75,2253.25
2018-03-22 05:00:00+00:00,17.5,318.75,1979.75
2018-03-22 06:00:00+00:00,49.75,310.75,1855.25
2018-03-22 07:00:00+00:00,96.25,301.75,1713.75
2018-03-22 08:00:00+00:00,192.0,291.25,1675.5
2018-03-22 09:00:00+00:00,346.0,273.0,1657.5
2018-03-22 10:00:00+00:00,497.75,247.0,1510.5
2018-03-22 11:00:00+00:00,537.0,214.25,1316.25
2018-03-22 12:00:00+00:00,498.0,178.75,1094.75
2018-03-22 13:00:00+00:00,426.5,149.75,891.5
2018-03-22 14:00:00+00:00,299.0,125.75,718.0
2018-03-22 15:00:00+00:00,159.75,107.0,583.75
2018-03-22 16:00:00+00:00,59.25,83.5,477.75
2018-03-22 17:00:00+00:00,11.5,57.0,380.75
2018-03-22 18:00:00+00:00,0.0,45.75,294.0
2018-03-22 19:00:00+00:00,0.0,46.25,238.0
2018-03-22 20:00:00+00:00,0.0,64.5,214.5
2018-03-22 21:00:00+00:00,0.0,91.75,275.75
2018-03-22 22:00:00+00:00,0.0,114.0,354.75
2018-03-22 23:00:00+00:00,0.0,131.5,433.0
2018-03-23 00:00:00+00:00,0.0,143.5,484.75
2018-03-23 01:00:00+00:00,0.0,164.25,565.5
2018-03-23 02:00:00+00:00,0.0,177.5,639.25
2018-03-23 03:00:00+00:00,0.0,186.25,701.75
2018-03-23 04:00:00+00:00,2.5,202.25,796.25
2018-03-23 05:00:00+00:00,115.25,236.0,926.25
2018-03-23 06:00:00+00:00,341.5,248.25,1060.75
2018-03-23 07:00:00+00:00,542.5,271.0,1370.75
2018-03-23 08:00:00+00:00,820.5,287.25,1649.75
2018-03-23 09:00:00+00:00,926.0,288.0,1751.25
2018-03-23 10:00:00+00:00,849.5,290.25,1825.5
2018-03-23 11:00:00+00:00,681.75,293.75,1828.5
2018-03-23 12:00:00+00:00,487.25,286.5,1729.0
2018-03-23 13:00:00+00:00,311.5,274.75,1625.25
2018-03-23 14:00:00+00:00,174.0,258.25,1523.5
2018-03-23 15:00:00+00:00,85.5,242.75,1351.25
2018-03-23 16:00:00+00:00,33.5,227.0,1175.75
2018-03-23 17:00:00+00:00,7.5,209.0,1029.5
2018-03-23 18:00:00+00:00,0.0,197.75,934.25
2018-03-23 19:00:00+00:00,0.0,185.25,834.0
2018-03-23 20:00:00+00:00,0.0,170.25,753.0
2018-03-23 21:00:00+00:00,0.0,152.0,673.75
2018-03-23 22:00:00+00:00,0.0,138.25,612.25
2018-03-23 23:00:00+00:00,0.0,123.75,543.0
2018-03-24 00:00:00+00:00,0.0,101.0,441.25
2018-03-24 01:00:00+00:00,0.0,79.5,338.0
2018-03-24 02:00:00+00:00,0.0,65.75,271.0
2018-03-24 03:00:00+00:00,0.0,56.0,256.25
2018-03-24 04:00:00+00:00,3.0,51.75,250.0
2018-03-24 05:00:00+00:00,45.25,54.0,246.0
2018-03-24 06:00:00+00:00,155.0,54.0,218.75
2018-03-24 07:00:00+00:00,295.0,53.25,201.75
2018-03-24 08:00:00+00:00,469.0,49.5,186.75
2018-03-24 09:00:00+00:00,685.5,41.75,161.0
2018-03-24 10:00:00+00:00,888.25,29.0,133.0
2018-03-24 11:00:00+00:00,983.25,18.25,115.0
2018-03-24 12:00:00+00:00,923.5,10.0,80.25
2018-03-24 13:00:00+00:00,735.25,6.75,50.0
2018-03-24 14:00:00+00:00,503.0,5.75,34.25
2018-03-24 15:00:00+00:00,288.5,10.25,39.5
2018-03-24 16:00:00+00:00,117.25,19.75,81.0
2018-03-24 17:00:00+00:00,24.0,28.5,146.25
2018-03-24 18:00:00+00:00,0.0,29.0,161.25
2018-03-24 19:00:00+00:00,0.0,27.5,184.0
2018-03-24 20:00:00+00:00,0.0,24.25,205.5
2018-03-24 21:00:00+00:00,0.0,24.0,170.75
2018-03-24 22:00:00+00:00,0.0,24.0,143.5
2018-03-24 23:00:00+00:00,0.0,19.25,110.5
2018-03-25 00:00:00+00:00,0.0,14.25,84.5
2018-03-25 01:00:00+00:00,0.0,10.75,59.25
2018-03-25 02:00:00+00:00,0.0,9.75,49.5
2018-03-25 03:00:00+00:00,4.0,6.0,36.0
2018-03-25 04:00:00+00:00,88.75,4.5,30.25
2018-03-25 05:00:00+00:00,307.5,3.25,22.75
2018-03-25 06:00:00+00:00,542.0,2.25,18.25
2018-03-25 07:00:00+00:00,798.0,2.0,15.5
2018-03-25 08:00:00+00:00,1037.75,2.0,15.0
2018-03-25 09:00:00+00:00,1151.5,3.0,22.75
2018-03-25 10:00:00+00:00,1004.25,5.25,41.75
2018-03-25 11:00:00+00:00,666.5,10.5,83.25
2018-03-25 12:00:00+00:00,579.5,16.25,125.0
2018-03-25 13:00:00+00:00,415.5,25.5,198.75
2018-03-25 14:00:00+00:00,221.5,38.25,292.25
2018-03-25 15:00:00+00:00,105.0,58.0,370.25
2018-03-25 16:00:00+00:00,17.5,81.0,471.0
2018-03-25 17:00:00+00:00,0.0,96.75,540.5
2018-03-25 18:00:00+00:00,0.0,92.0,501.25
2018-03-25 19:00:00+00:00,0.0,86.75,461.25
2018-03-25 20:00:00+00:00,0.0,79.25,421.75
2018-03-25 21:00:00+00:00,0.0,67.5,383.0
2018-03-25 22:00:00+00:00,0.0,23.0,148.0
2018-03-25 23:00:00+00:00,0.0,30.75,166.5
2018-03-26 00:00:00+00:00,0.0,44.25,208.25
2018-03-26 01:00:00+00:00,0.0,48.5,242.75
2018-03-26 02:00:00+00:00,0.0,37.0,208.0
2018-03-26 03:00:00+00:00,5.5,24.0,154.75
2018-03-26 04:00:00+00:00,88.5,9.25,88.0
