,Gen. (s) forecast,Gen. (w_off) forecast,Gen. (w_on) forecast
2018-07-05 14:00:00+00:00,1436.0,99.25,803.5
2018-07-05 15:00:00+00:00,1236.5,117.5,868.25
2018-07-05 16:00:00+00:00,933.0,112.75,847.0
2018-07-05 17:00:00+00:00,593.5,95.5,750.75
2018-07-05 18:00:00+00:00,307.25,71.5,612.25
2018-07-05 19:00:00+00:00,109.0,55.5,465.25
2018-07-05 20:00:00+00:00,16.0,55.0,417.0
2018-07-05 21:00:00+00:00,0.0,61.5,407.75
2018-07-05 22:00:00+00:00,0.0,65.5,410.25
2018-07-05 23:00:00+00:00,0.0,87.75,394.0
2018-07-06 00:00:00+00:00,0.0,107.5,476.0
2018-07-06 01:00:00+00:00,0.0,110.75,513.75
2018-07-06 02:00:00+00:00,0.0,116.5,547.0
2018-07-06 03:00:00+00:00,1.5,126.75,592.25
2018-07-06 04:00:00+00:00,40.5,124.25,621.25
2018-07-06 05:00:00+00:00,148.25,120.0,648.25
2018-07-06 06:00:00+00:00,305.25,103.25,683.5
2018-07-06 07:00:00+00:00,553.0,80.75,643.75
2018-07-06 08:00:00+00:00,882.0,62.0,576.5
2018-07-06 09:00:00+00:00,1243.75,45.0,554.0
2018-07-06 10:00:00+00:00,1536.75,43.75,553.25
2018-07-06 11:00:00+00:00,1630.0,49.5,561.5
2018-07-06 12:00:00+00:00,1520.75,55.75,596.0
2018-07-06 13:00:00+00:00,1376.5,67.25,639.75
2018-07-06 14:00:00+00:00,1248.5,78.5,701.75
2018-07-06 15:00:00+00:00,1047.0,92.0,781.25
2018-07-06 16:00:00+00:00,765.75,97.25,802.75
2018-07-06 17:00:00+00:00,475.75,100.0,829.5
2018-07-06 18:00:00+00:00,246.75,102.75,801.0
2018-07-06 19:00:00+00:00,94.0,103.5,699.25
2018-07-06 20:00:00+00:00,16.0,93.25,592.0
2018-07-06 21:00:00+00:00,0.0,73.75,474.25
2018-07-06 22:00:00+00:00,0.0,83.75,449.75
2018-07-06 23:00:00+00:00,0.0,64.25,338.5
2018-07-07 00:00:00+00:00,0.0,47.25,273.0
2018-07-07 01:00:00+00:00,0.0,40.75,255.5
2018-07-07 02:00:00+00:00,0.0,33.0,231.5
2018-07-07 03:00:00+00:00,1.5,26.0,199.5
2018-07-07 04:00:00+00:00,60.25,21.0,155.5
2018-07-07 05:00:00+00:00,215.75,21.25,127.25
2018-07-07 06:00:00+00:00,462.5,23.0,129.5
2018-07-07 07:00:00+00:00,873.0,18.25,144.25
2018-07-07 08:00:00+00:00,1319.0,16.0,172.75
2018-07-07 09:00:00+00:00,1704.25,16.5,205.5
2018-07-07 10:00:00+00:00,1934.75,18.75,251.5
2018-07-07 11:00:00+00:00,2018.25,24.75,357.5
2018-07-07 12:00:00+00:00,2005.5,34.25,474.5
2018-07-07 13:00:00+00:00,1914.0,43.25,575.5
2018-07-07 14:00:00+00:00,1726.5,62.25,677.5
2018-07-07 15:00:00+00:00,1431.0,78.5,769.0
2018-07-07 16:00:00+00:00,1054.0,95.5,832.25
2018-07-07 17:00:00+00:00,666.75,109.75,877.0
2018-07-07 18:00:00+00:00,345.5,128.0,873.75
2018-07-07 19:00:00+00:00,124.5,138.75,807.75
2018-07-07 20:00:00+00:00,17.0,142.75,769.25
2018-07-07 21:00:00+00:00,0.0,140.25,722.5
2018-07-07 22:00:00+00:00,0.0,122.0,626.75
2018-07-07 23:00:00+00:00,0.0,104.25,543.25
2018-07-08 00:00:00+00:00,0.0,88.25,486.5
2018-07-08 01:00:00+00:00,0.0,78.5,472.5
2018-07-08 02:00:00+00:00,0.0,75.25,449.0
2018-07-08 03:00:00+00:00,1.25,64.5,413.75
2018-07-08 04:00:00+00:00,59.5,44.0,350.75
2018-07-08 05:00:00+00:00,213.0,34.0,318.0
2018-07-08 06:00:00+00:00,456.75,28.5,308.75
2018-07-08 07:00:00+00:00,864.5,27.0,330.25
2018-07-08 08:00:00+00:00,1308.0,28.5,366.25
2018-07-08 09:00:00+00:00,1692.75,33.75,443.5
2018-07-08 10:00:00+00:00,1918.0,45.75,585.75
2018-07-08 11:00:00+00:00,1999.5,67.0,752.0
2018-07-08 12:00:00+00:00,2010.0,86.5,947.25
2018-07-08 13:00:00+00:00,1949.5,97.25,1105.5
2018-07-08 14:00:00+00:00,1766.0,108.25,1218.0
2018-07-08 15:00:00+00:00,1454.5,110.25,1208.5
2018-07-08 16:00:00+00:00,1059.5,102.75,1085.25
2018-07-08 17:00:00+00:00,662.0,88.5,963.25
2018-07-08 18:00:00+00:00,338.0,82.25,843.75
2018-07-08 19:00:00+00:00,118.5,80.75,665.75
2018-07-08 20:00:00+00:00,16.0,73.75,531.5
2018-07-08 21:00:00+00:00,0.0,71.25,461.0
2018-07-08 22:00:00+00:00,0.0,79.25,416.75
2018-07-08 23:00:00+00:00,0.0,74.0,326.75
2018-07-09 00:00:00+00:00,0.0,78.25,297.75
2018-07-09 01:00:00+00:00,0.0,85.5,336.0
2018-07-09 02:00:00+00:00,0.0,89.5,345.75
2018-07-09 03:00:00+00:00,1.0,95.25,357.5
2018-07-09 04:00:00+00:00,47.75,94.0,335.0
2018-07-09 05:00:00+00:00,164.75,87.5,308.75
2018-07-09 06:00:00+00:00,293.25,90.5,340.5
2018-07-09 07:00:00+00:00,437.25,94.5,479.75
2018-07-09 08:00:00+00:00,547.0,103.25,663.5
2018-07-09 09:00:00+00:00,605.75,124.75,835.75
2018-07-09 10:00:00+00:00,625.5,152.5,976.75
2018-07-09 11:00:00+00:00,645.5,185.25,1178.75
2018-07-09 12:00:00+00:00,679.0,201.75,1389.5
2018-07-09 13:00:00+00:00,660.75,222.25,1485.0
2018-07-09 14:00:00+00:00,569.75,256.0,1637.25
2018-07-09 15:00:00+00:00,452.75,286.75,1820.0
2018-07-09 16:00:00+00:00,333.5,307.0,1899.25
2018-07-09 17:00:00+00:00,224.0,313.0,1888.0
2018-07-09 18:00:00+00:00,131.25,306.75,1807.25
2018-07-09 19:00:00+00:00,55.5,295.75,1565.0
2018-07-09 20:00:00+00:00,10.75,291.0,1432.5
2018-07-09 21:00:00+00:00,0.0,289.25,1363.25
2018-07-09 22:00:00+00:00,0.0,314.75,1672.5
2018-07-09 23:00:00+00:00,0.0,313.5,1579.75
2018-07-10 00:00:00+00:00,0.0,334.25,1461.75
2018-07-10 01:00:00+00:00,0.0,331.75,1503.5
2018-07-10 02:00:00+00:00,0.0,328.5,1519.0
2018-07-10 03:00:00+00:00,1.0,335.0,1635.75
2018-07-10 04:00:00+00:00,39.0,348.0,1871.75
2018-07-10 05:00:00+00:00,131.75,363.5,2103.5
2018-07-10 06:00:00+00:00,215.0,386.5,2290.0
2018-07-10 07:00:00+00:00,274.5,417.0,2456.25
2018-07-10 08:00:00+00:00,338.0,443.75,2734.5
2018-07-10 09:00:00+00:00,487.75,457.5,2977.5
2018-07-10 10:00:00+00:00,752.0,466.0,3131.0
2018-07-10 11:00:00+00:00,1091.5,465.0,3198.0
2018-07-10 12:00:00+00:00,1395.5,462.75,3189.5
2018-07-10 13:00:00+00:00,1539.0,449.75,3103.25
2018-07-10 14:00:00+00:00,1458.0,441.5,3076.0
2018-07-10 15:00:00+00:00,1211.0,444.25,3017.0
2018-07-10 16:00:00+00:00,904.5,440.75,2870.0
2018-07-10 17:00:00+00:00,588.75,430.25,2708.5
2018-07-10 18:00:00+00:00,312.0,412.0,2453.5
2018-07-10 19:00:00+00:00,113.25,383.5,2096.75
2018-07-10 20:00:00+00:00,15.0,353.25,1843.25
2018-07-10 21:00:00+00:00,0.0,319.75,1656.5
2018-07-10 22:00:00+00:00,0.0,246.25,1482.5
2018-07-10 23:00:00+00:00,0.0,228.0,1438.0
2018-07-11 00:00:00+00:00,0.0,217.25,1352.25
2018-07-11 01:00:00+00:00,0.0,206.25,1206.0
2018-07-11 02:00:00+00:00,0.0,185.25,1051.75
2018-07-11 03:00:00+00:00,1.0,163.0,879.0
2018-07-11 04:00:00+00:00,50.75,133.5,666.25
2018-07-11 05:00:00+00:00,185.0,122.75,421.75
2018-07-11 06:00:00+00:00,383.0,105.75,273.5
2018-07-11 07:00:00+00:00,638.75,112.5,356.75
2018-07-11 08:00:00+00:00,797.25,128.5,488.25
2018-07-11 09:00:00+00:00,863.5,150.5,680.75
2018-07-11 10:00:00+00:00,893.0,184.5,935.5
2018-07-11 11:00:00+00:00,913.5,218.25,1170.5
2018-07-11 12:00:00+00:00,929.0,246.5,1432.0
2018-07-11 13:00:00+00:00,910.5,261.5,1549.75
2018-07-11 14:00:00+00:00,873.5,277.0,1688.25
2018-07-11 15:00:00+00:00,839.25,293.5,1793.75
2018-07-11 16:00:00+00:00,741.0,284.0,1705.5
2018-07-11 17:00:00+00:00,538.5,270.25,1604.5
2018-07-11 18:00:00+00:00,297.5,249.0,1414.25
2018-07-11 19:00:00+00:00,107.25,225.75,1150.25
2018-07-11 20:00:00+00:00,14.5,203.75,974.75
2018-07-11 21:00:00+00:00,0.0,182.75,839.75
2018-07-11 22:00:00+00:00,0.0,180.0,913.5
2018-07-11 23:00:00+00:00,0.0,161.75,863.25
2018-07-12 00:00:00+00:00,0.0,161.0,875.75
2018-07-12 01:00:00+00:00,0.0,172.0,909.0
2018-07-12 02:00:00+00:00,0.0,178.25,940.25
2018-07-12 03:00:00+00:00,1.0,177.75,929.75
2018-07-12 04:00:00+00:00,50.0,169.0,824.5
2018-07-12 05:00:00+00:00,190.5,154.25,725.75
2018-07-12 06:00:00+00:00,419.25,147.5,700.25
2018-07-12 07:00:00+00:00,778.0,141.25,676.25
2018-07-12 08:00:00+00:00,1175.5,132.75,661.75
2018-07-12 09:00:00+00:00,1570.0,133.25,689.0
2018-07-12 10:00:00+00:00,1902.75,140.75,792.25
2018-07-12 11:00:00+00:00,2091.0,149.25,873.25
2018-07-12 12:00:00+00:00,2102.75,161.5,955.75
2018-07-12 13:00:00+00:00,1987.25,173.25,1007.0
2018-07-12 14:00:00+00:00,1773.0,186.75,1076.75
2018-07-12 15:00:00+00:00,1470.75,205.75,1183.0
2018-07-12 16:00:00+00:00,1082.5,215.75,1266.0
2018-07-12 17:00:00+00:00,669.5,227.5,1303.25
2018-07-12 18:00:00+00:00,333.0,234.0,1288.25
2018-07-12 19:00:00+00:00,113.5,228.75,1175.75
2018-07-12 20:00:00+00:00,13.5,219.0,1051.0
2018-07-12 21:00:00+00:00,0.0,206.0,956.0
2018-07-12 22:00:00+00:00,0.0,131.5,652.25
2018-07-12 23:00:00+00:00,0.0,111.75,576.0
2018-07-13 00:00:00+00:00,0.0,103.25,532.0
2018-07-13 01:00:00+00:00,0.0,105.75,533.75
2018-07-13 02:00:00+00:00,0.0,110.5,536.5
2018-07-13 03:00:00+00:00,0.5,108.75,519.0
2018-07-13 04:00:00+00:00,50.5,95.5,448.5
2018-07-13 05:00:00+00:00,193.5,81.25,404.25
2018-07-13 06:00:00+00:00,445.5,66.0,374.5
2018-07-13 07:00:00+00:00,864.75,53.0,339.25
2018-07-13 08:00:00+00:00,1321.0,47.5,307.25
2018-07-13 09:00:00+00:00,1731.5,43.75,332.5
2018-07-13 10:00:00+00:00,2025.5,50.5,387.5
2018-07-13 11:00:00+00:00,2154.5,66.0,429.5
2018-07-13 12:00:00+00:00,2112.5,84.25,505.25
2018-07-13 13:00:00+00:00,1967.75,102.75,605.25
2018-07-13 14:00:00+00:00,1734.25,116.5,703.0
2018-07-13 15:00:00+00:00,1420.5,127.0,759.75
2018-07-13 16:00:00+00:00,1043.25,126.0,728.0
2018-07-13 17:00:00+00:00,657.0,124.5,695.75
2018-07-13 18:00:00+00:00,334.5,118.75,643.25
2018-07-13 19:00:00+00:00,115.25,109.5,589.0
2018-07-13 20:00:00+00:00,13.25,102.0,571.0
2018-07-13 21:00:00+00:00,0.0,95.75,532.5
2018-07-13 22:00:00+00:00,0.0,84.75,471.5
2018-07-13 23:00:00+00:00,0.0,62.25,356.5
2018-07-14 00:00:00+00:00,0.0,47.0,272.25
2018-07-14 01:00:00+00:00,0.0,37.5,227.25
2018-07-14 02:00:00+00:00,0.0,34.75,213.0
2018-07-14 03:00:00+00:00,0.5,34.75,210.0
2018-07-14 04:00:00+00:00,44.75,29.5,166.25
2018-07-14 05:00:00+00:00,179.5,24.0,124.25
2018-07-14 06:00:00+00:00,406.5,13.0,95.25
2018-07-14 07:00:00+00:00,747.0,8.75,66.0
2018-07-14 08:00:00+00:00,1094.75,7.0,49.5
2018-07-14 09:00:00+00:00,1373.75,7.25,45.5
2018-07-14 10:00:00+00:00,1586.75,11.0,56.75
2018-07-14 11:00:00+00:00,1766.0,23.25,80.5
2018-07-14 12:00:00+00:00,1872.5,36.0,112.25
2018-07-14 13:00:00+00:00,1857.25,43.5,144.25
2018-07-14 14:00:00+00:00,1716.0,53.0,184.0
2018-07-14 15:00:00+00:00,1456.0,59.25,232.75
2018-07-14 16:00:00+00:00,1091.0,61.5,260.0
2018-07-14 17:00:00+00:00,693.5,64.75,293.0
2018-07-14 18:00:00+00:00,360.0,65.0,343.75
2018-07-14 19:00:00+00:00,126.25,66.0,408.25
2018-07-14 20:00:00+00:00,12.5,68.75,502.0
2018-07-14 21:00:00+00:00,0.0,71.25,581.25
2018-07-14 22:00:00+00:00,0.0,97.75,597.5
2018-07-14 23:00:00+00:00,0.0,100.5,559.5
2018-07-15 00:00:00+00:00,0.0,108.0,558.0
2018-07-15 01:00:00+00:00,0.0,117.5,539.5
2018-07-15 02:00:00+00:00,0.0,116.5,517.25
2018-07-15 03:00:00+00:00,0.5,108.0,470.5
2018-07-15 04:00:00+00:00,44.75,87.0,373.25
2018-07-15 05:00:00+00:00,183.0,62.0,231.0
2018-07-15 06:00:00+00:00,441.25,37.5,110.25
2018-07-15 07:00:00+00:00,864.75,21.0,66.0
2018-07-15 08:00:00+00:00,1323.25,9.0,40.25
2018-07-15 09:00:00+00:00,1736.5,5.25,37.0
2018-07-15 10:00:00+00:00,2022.25,5.25,38.0
2018-07-15 11:00:00+00:00,2141.5,6.75,41.75
2018-07-15 12:00:00+00:00,2129.0,13.25,52.75
2018-07-15 13:00:00+00:00,2015.5,27.25,81.0
2018-07-15 14:00:00+00:00,1792.5,45.0,129.0
2018-07-15 15:00:00+00:00,1469.0,72.0,202.5
2018-07-15 16:00:00+00:00,1076.5,100.75,302.0
2018-07-15 17:00:00+00:00,672.75,130.5,428.5
2018-07-15 18:00:00+00:00,336.0,144.75,583.5
2018-07-15 19:00:00+00:00,111.25,150.5,769.75
2018-07-15 20:00:00+00:00,11.0,151.25,948.25
2018-07-15 21:00:00+00:00,0.0,152.5,1040.0
2018-07-15 22:00:00+00:00,0.0,132.75,941.5
2018-07-15 23:00:00+00:00,0.0,140.5,949.5
2018-07-16 00:00:00+00:00,0.0,153.5,978.0
2018-07-16 01:00:00+00:00,0.0,162.5,944.5
2018-07-16 02:00:00+00:00,0.0,161.75,895.0
2018-07-16 03:00:00+00:00,0.5,151.5,821.75
2018-07-16 04:00:00+00:00,43.0,135.0,680.75
2018-07-16 05:00:00+00:00,179.0,117.75,478.25
2018-07-16 06:00:00+00:00,439.0,92.25,257.0
2018-07-16 07:00:00+00:00,862.75,63.25,180.75
2018-07-16 08:00:00+00:00,1322.5,42.0,145.0
2018-07-16 09:00:00+00:00,1736.0,27.25,117.0
2018-07-16 10:00:00+00:00,2035.0,18.25,101.5
2018-07-16 11:00:00+00:00,2173.0,14.5,88.25
2018-07-16 12:00:00+00:00,2140.25,22.75,80.75
2018-07-16 13:00:00+00:00,1989.5,31.25,93.75
2018-07-16 14:00:00+00:00,1735.0,49.25,146.75
2018-07-16 15:00:00+00:00,1394.25,72.5,217.75
2018-07-16 16:00:00+00:00,1003.5,94.5,270.25
2018-07-16 17:00:00+00:00,628.75,112.0,369.5
2018-07-16 18:00:00+00:00,324.5,118.5,502.75
2018-07-16 19:00:00+00:00,113.5,121.5,671.75
2018-07-16 20:00:00+00:00,10.0,115.5,831.75
2018-07-16 21:00:00+00:00,0.0,122.5,874.75
2018-07-16 22:00:00+00:00,0.0,84.5,671.25
2018-07-16 23:00:00+00:00,0.0,105.25,783.0
2018-07-17 00:00:00+00:00,0.0,116.5,905.0
2018-07-17 01:00:00+00:00,0.0,91.5,830.25
2018-07-17 02:00:00+00:00,0.0,87.0,725.75
2018-07-17 03:00:00+00:00,0.25,87.5,558.75
2018-07-17 04:00:00+00:00,37.0,94.75,448.25
2018-07-17 05:00:00+00:00,163.75,108.25,391.75
2018-07-17 06:00:00+00:00,401.0,121.0,368.5
2018-07-17 07:00:00+00:00,766.5,156.75,490.25
2018-07-17 08:00:00+00:00,1164.75,191.25,614.0
2018-07-17 09:00:00+00:00,1516.5,223.0,770.25
2018-07-17 10:00:00+00:00,1782.0,229.75,940.0
2018-07-17 11:00:00+00:00,1908.75,249.25,1162.0
2018-07-17 12:00:00+00:00,1916.25,255.25,1389.0
2018-07-17 13:00:00+00:00,1851.5,247.5,1548.0
2018-07-17 14:00:00+00:00,1684.5,238.0,1664.5
2018-07-17 15:00:00+00:00,1431.5,223.25,1716.0
2018-07-17 16:00:00+00:00,1089.25,197.75,1587.75
2018-07-17 17:00:00+00:00,686.5,178.25,1376.5
2018-07-17 18:00:00+00:00,342.75,155.25,1192.5
2018-07-17 19:00:00+00:00,113.5,141.25,1014.0
2018-07-17 20:00:00+00:00,10.0,123.5,847.75
2018-07-17 21:00:00+00:00,0.0,111.75,747.75
2018-07-17 22:00:00+00:00,0.0,80.5,573.75
2018-07-17 23:00:00+00:00,0.0,84.5,505.5
2018-07-18 00:00:00+00:00,0.0,101.5,483.5
2018-07-18 01:00:00+00:00,0.0,122.5,530.25
2018-07-18 02:00:00+00:00,0.0,137.25,566.25
2018-07-18 03:00:00+00:00,0.25,136.5,569.5
2018-07-18 04:00:00+00:00,38.5,120.75,498.5
2018-07-18 05:00:00+00:00,168.25,109.0,381.5
2018-07-18 06:00:00+00:00,405.25,100.75,309.0
2018-07-18 07:00:00+00:00,754.0,95.0,329.25
2018-07-18 08:00:00+00:00,1117.5,87.75,329.0
2018-07-18 09:00:00+00:00,1444.25,77.25,304.75
2018-07-18 10:00:00+00:00,1710.75,69.0,283.5
2018-07-18 11:00:00+00:00,1870.0,65.5,280.75
2018-07-18 12:00:00+00:00,1861.5,58.75,321.25
2018-07-18 13:00:00+00:00,1710.5,47.75,372.0
2018-07-18 14:00:00+00:00,1479.0,46.0,406.75
2018-07-18 15:00:00+00:00,1192.0,48.5,452.75
2018-07-18 16:00:00+00:00,862.25,42.75,448.5
2018-07-18 17:00:00+00:00,537.75,40.0,433.75
2018-07-18 18:00:00+00:00,275.5,39.5,422.0
2018-07-18 19:00:00+00:00,93.25,45.5,415.5
2018-07-18 20:00:00+00:00,9.0,49.25,439.5
2018-07-18 21:00:00+00:00,0.0,45.25,426.0
2018-07-18 22:00:00+00:00,0.0,43.0,360.25
2018-07-18 23:00:00+00:00,0.0,26.5,305.0
2018-07-19 00:00:00+00:00,0.0,17.5,279.75
2018-07-19 01:00:00+00:00,0.0,13.5,283.75
2018-07-19 02:00:00+00:00,0.0,12.0,275.25
2018-07-19 03:00:00+00:00,0.0,15.75,246.25
2018-07-19 04:00:00+00:00,35.75,29.0,206.5
2018-07-19 05:00:00+00:00,159.0,42.5,162.0
2018-07-19 06:00:00+00:00,400.0,45.0,122.25
2018-07-19 07:00:00+00:00,780.5,43.25,168.25
2018-07-19 08:00:00+00:00,1212.75,39.25,150.25
2018-07-19 09:00:00+00:00,1613.0,41.5,139.75
2018-07-19 10:00:00+00:00,1870.75,53.75,149.0
2018-07-19 11:00:00+00:00,1920.0,71.5,193.5
2018-07-19 12:00:00+00:00,1809.0,91.0,277.5
2018-07-19 13:00:00+00:00,1642.5,107.25,420.75
2018-07-19 14:00:00+00:00,1457.5,123.75,620.75
2018-07-19 15:00:00+00:00,1238.75,140.0,779.75
2018-07-19 16:00:00+00:00,951.5,143.0,823.5
2018-07-19 17:00:00+00:00,617.0,141.5,867.25
2018-07-19 18:00:00+00:00,317.0,136.75,911.0
2018-07-19 19:00:00+00:00,105.25,131.25,912.0
2018-07-19 20:00:00+00:00,7.5,130.5,877.5
2018-07-19 21:00:00+00:00,0.0,126.25,819.75
2018-07-19 22:00:00+00:00,0.0,138.0,429.0
2018-07-19 23:00:00+00:00,0.0,116.25,394.25
2018-07-20 00:00:00+00:00,0.0,103.25,364.25
2018-07-20 01:00:00+00:00,0.0,94.5,336.75
2018-07-20 02:00:00+00:00,0.0,95.5,328.25
2018-07-20 03:00:00+00:00,0.0,91.75,321.75
2018-07-20 04:00:00+00:00,35.5,76.25,264.5
2018-07-20 05:00:00+00:00,163.25,59.5,188.5
2018-07-20 06:00:00+00:00,428.0,47.25,128.25
2018-07-20 07:00:00+00:00,856.75,31.75,96.25
2018-07-20 08:00:00+00:00,1319.5,23.25,73.5
2018-07-20 09:00:00+00:00,1709.75,27.75,65.0
2018-07-20 10:00:00+00:00,1908.75,42.25,79.25
2018-07-20 11:00:00+00:00,1849.0,62.25,95.75
2018-07-20 12:00:00+00:00,1615.5,90.0,109.25
2018-07-20 13:00:00+00:00,1327.5,124.0,161.5
2018-07-20 14:00:00+00:00,1036.75,158.5,255.75
2018-07-20 15:00:00+00:00,789.75,174.5,369.75
2018-07-20 16:00:00+00:00,561.75,169.5,427.5
2018-07-20 17:00:00+00:00,344.5,168.0,477.75
2018-07-20 18:00:00+00:00,182.0,174.75,520.25
2018-07-20 19:00:00+00:00,66.0,176.25,509.5
2018-07-20 20:00:00+00:00,6.0,174.75,515.5
2018-07-20 21:00:00+00:00,0.0,170.0,513.75
2018-07-20 22:00:00+00:00,0.0,218.5,600.0
2018-07-20 23:00:00+00:00,0.0,211.25,564.0
2018-07-21 00:00:00+00:00,0.0,206.25,555.75
2018-07-21 01:00:00+00:00,0.0,216.5,534.0
2018-07-21 02:00:00+00:00,0.0,225.75,493.75
2018-07-21 03:00:00+00:00,0.0,222.5,424.75
2018-07-21 04:00:00+00:00,32.0,178.5,298.25
2018-07-21 05:00:00+00:00,154.0,130.25,202.25
2018-07-21 06:00:00+00:00,409.5,110.5,135.25
2018-07-21 07:00:00+00:00,807.0,107.25,102.75
2018-07-21 08:00:00+00:00,1236.0,106.0,79.0
2018-07-21 09:00:00+00:00,1604.25,124.25,75.25
2018-07-21 10:00:00+00:00,1847.0,163.25,105.0
2018-07-21 11:00:00+00:00,1926.75,207.25,154.5
2018-07-21 12:00:00+00:00,1840.0,241.25,211.25
2018-07-21 13:00:00+00:00,1644.0,271.0,278.25
2018-07-21 14:00:00+00:00,1392.75,301.25,367.75
2018-07-21 15:00:00+00:00,1125.25,329.25,481.5
2018-07-21 16:00:00+00:00,844.75,322.75,530.5
2018-07-21 17:00:00+00:00,549.0,318.5,601.5
2018-07-21 18:00:00+00:00,282.0,326.0,695.75
2018-07-21 19:00:00+00:00,92.0,331.75,736.0
2018-07-21 20:00:00+00:00,5.5,325.75,712.0
2018-07-21 21:00:00+00:00,0.0,300.5,659.5
2018-07-21 22:00:00+00:00,0.0,183.5,571.5
2018-07-21 23:00:00+00:00,0.0,164.0,580.25
2018-07-22 00:00:00+00:00,0.0,142.5,581.0
2018-07-22 01:00:00+00:00,0.0,122.25,541.25
2018-07-22 02:00:00+00:00,0.0,123.75,486.75
2018-07-22 03:00:00+00:00,0.0,104.5,414.75
2018-07-22 04:00:00+00:00,29.75,70.75,320.75
2018-07-22 05:00:00+00:00,151.75,43.25,234.5
2018-07-22 06:00:00+00:00,414.5,24.75,175.25
2018-07-22 07:00:00+00:00,819.25,23.5,186.0
2018-07-22 08:00:00+00:00,1259.75,24.75,180.5
2018-07-22 09:00:00+00:00,1641.5,29.0,178.25
2018-07-22 10:00:00+00:00,1874.5,51.5,203.25
2018-07-22 11:00:00+00:00,1903.75,87.25,264.25
2018-07-22 12:00:00+00:00,1788.5,115.0,320.75
2018-07-22 13:00:00+00:00,1620.5,111.5,354.5
2018-07-22 14:00:00+00:00,1430.0,102.25,395.75
2018-07-22 15:00:00+00:00,1208.25,95.25,411.75
2018-07-22 16:00:00+00:00,932.5,91.0,378.0
2018-07-22 17:00:00+00:00,601.0,78.75,342.0
2018-07-22 18:00:00+00:00,292.75,76.0,310.75
2018-07-22 19:00:00+00:00,89.25,58.5,244.75
2018-07-22 20:00:00+00:00,6.0,35.0,178.75
2018-07-22 21:00:00+00:00,0.0,27.25,131.5
2018-07-22 22:00:00+00:00,0.0,10.25,91.25
2018-07-22 23:00:00+00:00,0.0,14.75,73.75
2018-07-23 00:00:00+00:00,0.0,15.25,66.0
2018-07-23 01:00:00+00:00,0.0,12.0,52.75
2018-07-23 02:00:00+00:00,0.0,10.0,47.5
2018-07-23 03:00:00+00:00,0.0,9.25,45.5
2018-07-23 04:00:00+00:00,26.5,6.0,24.0
2018-07-23 05:00:00+00:00,142.75,4.5,15.75
2018-07-23 06:00:00+00:00,381.25,3.0,13.0
2018-07-23 07:00:00+00:00,718.5,3.0,11.5
2018-07-23 08:00:00+00:00,1077.0,3.25,11.0
2018-07-23 09:00:00+00:00,1375.75,4.5,11.75
2018-07-23 10:00:00+00:00,1576.5,6.5,15.5
2018-07-23 11:00:00+00:00,1690.5,10.25,21.5
2018-07-23 12:00:00+00:00,1707.0,16.5,28.5
2018-07-23 13:00:00+00:00,1616.25,21.75,35.5
2018-07-23 14:00:00+00:00,1441.0,32.25,48.5
2018-07-23 15:00:00+00:00,1200.0,36.75,62.75
2018-07-23 16:00:00+00:00,904.5,25.0,71.75
2018-07-23 17:00:00+00:00,574.75,19.75,84.75
2018-07-23 18:00:00+00:00,284.25,15.25,102.5
2018-07-23 19:00:00+00:00,89.25,13.75,111.5
2018-07-23 20:00:00+00:00,5.0,11.25,130.0
2018-07-23 21:00:00+00:00,0.0,10.5,134.25
2018-07-23 22:00:00+00:00,0.0,19.5,153.75
2018-07-23 23:00:00+00:00,0.0,38.25,213.0
2018-07-24 00:00:00+00:00,0.0,55.5,259.0
2018-07-24 01:00:00+00:00,0.0,64.25,255.25
2018-07-24 02:00:00+00:00,0.0,70.5,246.75
2018-07-24 03:00:00+00:00,0.0,78.5,217.0
2018-07-24 04:00:00+00:00,23.0,77.25,183.0
2018-07-24 05:00:00+00:00,137.5,68.0,122.5
2018-07-24 06:00:00+00:00,416.5,59.5,52.0
2018-07-24 07:00:00+00:00,850.75,47.5,31.5
2018-07-24 08:00:00+00:00,1324.0,39.25,31.5
2018-07-24 09:00:00+00:00,1711.75,36.5,30.0
2018-07-24 10:00:00+00:00,1908.5,36.25,32.75
2018-07-24 11:00:00+00:00,1926.5,48.0,38.25
2018-07-24 12:00:00+00:00,1851.25,59.25,48.5
2018-07-24 13:00:00+00:00,1715.0,70.25,54.5
2018-07-24 14:00:00+00:00,1526.0,92.0,72.0
2018-07-24 15:00:00+00:00,1275.25,92.25,138.25
2018-07-24 16:00:00+00:00,955.25,86.75,257.75
2018-07-24 17:00:00+00:00,602.75,76.5,372.25
2018-07-24 18:00:00+00:00,296.0,69.5,413.25
2018-07-24 19:00:00+00:00,90.5,60.25,373.5
2018-07-24 20:00:00+00:00,4.25,55.25,361.0
2018-07-24 21:00:00+00:00,0.0,53.5,348.75
2018-07-24 22:00:00+00:00,0.0,46.75,217.0
2018-07-24 23:00:00+00:00,0.0,44.0,217.25
2018-07-25 00:00:00+00:00,0.0,43.25,211.0
2018-07-25 01:00:00+00:00,0.0,40.75,221.75
2018-07-25 02:00:00+00:00,0.0,31.0,234.5
2018-07-25 03:00:00+00:00,0.0,31.5,240.5
2018-07-25 04:00:00+00:00,18.5,33.0,213.25
2018-07-25 05:00:00+00:00,112.0,34.0,163.75
2018-07-25 06:00:00+00:00,325.5,32.5,138.5
2018-07-25 07:00:00+00:00,638.0,29.25,126.25
